T1,T2,S1,S2,DIC1,DIC2,TA1,TA2,time,pCO2_surf,pH_surf,Omega_calc_surf,pH_deep,Omega_calc_deep,PICPOC_dynamic,f_diss_dynamic,PIC_burial,POC_burial,J_air,J_air_mmol_m2_day
8.0,8.0,35.1,35.1,2125.0,2140.0,2325.0,2320.0,0.0,,,,,,,,,,,
6.857554758824202,6.857554758824202,35.12676941058514,35.12676941058514,2140.71737444031,2140.71737444031,2322.7682193050987,2322.7682193050987,0.1,337.0841351838303,8.110361537548593,3.432028811123565,8.061208509594135,3.0544776132312004,0.06883477961926113,0.1,0.07023723978630766,0.011337492176484667,104.77885477906901,13.202600711594858
6.234474114134237,6.234474114134237,35.16294245812895,35.16294245812895,2144.3239509555074,2144.3239509555074,2325.1430270787996,2325.1430270787996,0.2,355.83836350787135,8.088615406876395,3.1602957412451174,8.083493720900849,3.0718520488400785,0.06417649842134487,0.1,0.42940988068116476,0.07434529794898406,70.73324127594127,8.912702315483836
6.629233314134842,6.325624193032176,35.196135468395966,35.184425905323174,2152.3544081399914,2146.1047185265534,2327.096337599702,2326.5696419089704,0.30000000000000004,349.61860305638425,8.095105806560845,3.137417333000876,8.089963234932988,3.0487503284487154,0.06378429713715787,0.1,1.0870699796766021,0.18936565693852586,80.2070673555173,10.106446446429644
9.228888284633342,6.722903873745586,35.13409603375738,35.19537036278022,2144.937097999127,2148.378253147301,2322.190673233965,2327.314503080253,0.4,370.0495291474864,8.07406628757784,3.054995956444701,8.087257122465688,3.0450234708932697,0.06237135925333774,0.1,3.5945981086007532,0.6403576811950832,32.38244047473415,4.080331213357646
11.492948903306639,7.343541787509205,35.02009540163485,35.18407052346111,2131.1874989515795,2149.531619372378,2313.7596679797994,2326.5788491563985,0.5,406.45203555507396,8.039851539450508,3.114063283187913,8.07714057509871,3.0280925134281538,0.06338394199750709,0.1,4.249019991619595,0.744846908418454,10.984187369982761,1.3840563565330677
12.743741842059068,7.998421913512699,34.909168111564504,35.14926232924112,2120.4971767927655,2148.1441066564726,2306.1418087472975,2324.2573158172904,0.6000000000000001,430.0607237201146,8.018933596530324,3.2112504733660794,8.063073526427411,3.008308827282654,0.06505000811484708,0.1,1.8418253564096936,0.31459990206610067,-7.612816032910879,-0.9592486058878736
12.481408958835704,8.4736881393103,34.85041846797832,35.10009614229739,2113.0376569869118,2145.481365272922,2302.214757389026,2320.969151568216,0.7000000000000001,441.55072986908993,8.008743944600383,3.2675313665117085,8.05117649270666,3.00188587209487,0.06601482342591501,0.1,0.972198631838895,0.1636330517880568,-24.06066014618,-3.031749959829258
10.809155899349484,8.614882578413125,34.87022501737606,35.05226836223218,2112.951966649282,2142.6167287454377,2303.626772300236,2317.7644628117614,0.8,425.711136402874,8.021883261697521,3.315028527329478,8.043164864633022,2.9977227890791487,0.06682906046850534,0.1,0.32609919710847807,0.05421779667281118,-10.12758318624712,-1.2761204277658584
8.365618788240976,8.388325621753058,34.96331932130077,35.021751458704664,2121.6918006723895,2140.6864784671457,2309.907092892277,2315.7135455663774,0.9,393.4414573989278,8.050830365607025,3.319012671822211,8.041085686398814,2.99396135727953,0.06689736008838076,0.1,0.011148620239527299,0.0018516957627822057,28.400776765066365,3.578623915282724
7.534069332157253,7.534069332157253,35.033860600514,35.033860600514,2139.8306205068566,2139.8306205068566,2316.124892944495,2316.124892944495,1.0,361.5263770772571,8.08199836983387,3.259808194514078,8.044988413710232,2.989488440839393,0.06588242619166991,0.1,0.0,0.0,74.87034322872358,9.43399552202741
6.588207919659176,6.588207919659176,35.07914552051581,35.07914552051581,2144.4377899323385,2144.4377899323385,2319.1183456306876,2319.1183456306876,1.1,376.8911890110969,8.066411253505205,3.0832743599052317,8.061302777890885,2.9978291451046117,0.06285613188408969,0.1,0.00952654696485467,0.001684012659686299,92.23568772182334,11.622105995701796
6.078769146045131,6.078769146045131,35.128650720935056,35.128650720935056,2149.442016071017,2149.442016071017,2322.38492019604,2322.38492019604,1.2000000000000002,366.2420468443282,8.076899668180388,3.052153784215812,8.071759951862173,2.9663027494882876,0.0623226363008425,0.1,0.15690577076319548,0.027973743673305233,99.25591664658268,12.506685996056044
6.646533866144745,6.208845466965347,35.17556042607963,35.158707102427755,2152.436726319031,2152.3481322530088,2324.9551401083777,2324.3852191582882,1.3,363.19435493848044,8.080053420440885,3.0235692255475985,8.074895281956518,2.937830708203676,0.061832615295101694,0.1,2.389592325827317,0.429401630770567,46.83938948159787,5.9019709482828455
9.2257072883882,6.635633809382798,35.12170271964765,35.17609330601144,2147.953828993213,2154.7537513672223,2320.7227430077387,2325.55262202562,1.4000000000000001,374.62456568885267,8.06907487055791,3.0229617667541646,8.070085959903684,2.9270837924111826,0.06182220171578568,0.1,3.002765139376069,0.5396775944273656,45.439716019833604,5.725605880338044
11.492512933947104,7.278286154836145,35.012594789803245,35.16962885089084,2134.3936511246657,2156.0178552605976,2312.718478379616,2325.134891850717,1.5,417.05563387662227,8.029809496094119,3.0498510972962385,8.059984992935407,2.914652977403712,0.06228316166793552,0.1,3.780564832620522,0.6744403269372147,2.1321460683666165,0.26865986709624334
12.743181767496553,7.949631980472789,34.90460258300772,35.13844732904436,2122.6407133653383,2154.898164221925,2305.267856900901,2323.0551654845804,1.6,440.72683153820634,8.009470778588522,3.1500608567580035,8.045876228268188,2.8981249880347386,0.06400104325870863,0.1,1.9524511035415992,0.3389616800896498,-17.661014456862322,-2.2253662012942392
