EXPOCODE;SECT_ID;STNNBR;CASTNO;BTLNBR;DATE;TIME;LATITUDE;LONGITUDE;DEPTH_m;CTDPRS_dbar;CTDTMP_its-90;CTDSAL_pss-78;CTDSAL_FLAG_W;OXYGEN_umol_kg;OXYGEN_FLAG_W;SILCAT_umol_kg;SILCAT_FLAG_W;NITRAT_umol_kg;NITRAT_FLAG_W;PHSPHT_umol_kg;PHSPHT_FLAG_W;TCARBN_umol_kg;TCARBN_FLAG_W;ALKALI_umol_kg;ALKALI_FLAG_W
  58P320011031;  OWSM;5781;1;18;20071028;0;66;2;2100;1499.4;-0.75;34.914;2;302.5;0;10.77;0;14.14;0;0.94;0;2166.9;2;-999;9
  58P320011031;  OWSM;5781;1;19;20071028;0;66;2;2100;2001.1;-0.81;34.915;2;298.3;0;11.71;0;14.3;0;0.98;0;2162.8;2;-999;9
  58P320011031;  OWSM;5791;1;1;20071120;0;66;2;2100;3.1;7.499;35.03;2;-999;9;2.99;0;8.32;0;0.6;0;2127.2;2;-999;9
  58P320011031;  OWSM;5791;1;2;20071120;0;66;2;2100;12.8;7.405;35.055;2;-999;9;2.96;0;8.32;0;0.58;0;2125.4;2;-999;9
  58P320011031;  OWSM;5791;1;3;20071120;0;66;2;2100;21.7;7.301;35.037;2;-999;9;2.95;0;8.12;0;0.6;0;2124.6;2;-999;9
  58P320011031;  OWSM;5791;1;4;20071120;0;66;2;2100;30.4;7.233;35.029;2;-999;9;2.88;0;7.93;0;0.59;0;2122.7;2;-999;9
  58P320011031;  OWSM;5791;1;5;20071120;0;66;2;2100;39.6;7.176;35.021;2;-999;9;2.8;0;7.8;0;0.56;0;2123.9;2;-999;9
  58P320011031;  OWSM;5791;1;6;20071120;0;66;2;2100;48.7;7.15;35.021;2;-999;9;2.85;0;7.83;0;0.63;0;2125;2;-999;9
  58P320011031;  OWSM;5791;1;7;20071120;0;66;2;2100;76.6;7.126;35.034;2;-999;9;3.07;0;8.39;0;-999;-999;2128.1;2;-999;9
  58P320011031;  OWSM;5791;1;8;20071120;0;66;2;2100;102.4;7.146;35.053;2;-999;9;3.46;0;9.19;0;0.66;0;2131.6;2;-999;9
  58P320011031;  OWSM;5791;1;9;20071120;0;66;2;2100;149.8;6.511;35.087;2;-999;9;5.57;0;12.5;0;0.92;0;2150.7;2;-999;9
  58P320011031;  OWSM;5791;1;10;20071120;0;66;2;2100;198.9;5.086;34.998;2;-999;9;5.58;0;12.36;0;0.87;0;2150.6;2;-999;9
  58P320011031;  OWSM;5791;1;11;20071120;0;66;2;2100;303.1;2.666;34.924;2;-999;9;5.45;0;11.95;0;0.82;0;2161.2;2;-999;9
  58P320011031;  OWSM;5791;1;12;20071120;0;66;2;2100;400.2;1.362;34.9;2;-999;9;6.15;0;13.36;0;-999;9;2167;2;-999;9
  58P320011031;  OWSM;5791;1;13;20071120;0;66;2;2100;499;0.349;34.894;2;-999;9;6.69;0;13.23;0;-999;9;2167.1;2;-999;9
  58P320011031;  OWSM;5791;1;14;20071120;0;66;2;2100;598.9;-0.047;34.892;2;-999;9;7.17;0;13.3;0;-999;9;2169.2;2;-999;9
  58P320011031;  OWSM;5791;1;15;20071120;0;66;2;2100;798.1;-0.395;34.9;2;-999;9;8.31;0;13.55;0;0.85;0;2170.5;2;-999;9
  58P320011031;  OWSM;5791;1;16;20071120;0;66;2;2100;1001.6;-0.553;34.904;2;-999;9;9.04;0;13.69;0;0.93;0;2167.4;2;-999;9
  58P320011031;  OWSM;5791;1;17;20071120;0;66;2;2100;1202.5;-0.657;34.907;2;-999;9;-999;9;-999;9;-999;9;2172.4;2;-999;9
  58P320011031;  OWSM;5791;1;18;20071120;0;66;2;2100;1500.7;-0.749;34.912;2;-999;9;10.95;0;14.27;0;0.95;0;2166.3;2;-999;9
  58P320011031;  OWSM;5791;1;19;20071120;0;66;2;2100;1998.9;-0.835;34.913;2;-999;9;12.5;0;14.64;0;0.98;0;2164.2;2;-999;9
  58P320011031;  OWSM;5801;1;1;20080314;0;66;2;2100;1.5;7.14;35.175;2;-999;9;-999;9;-999;9;-999;9;2137.68;3;-999;9
58P320011031;  OWSM;5801;1;2;20080314;0;66;2;2100;11.9;7.15;35.167;2;-999;9;-999;9;-999;9;-999;9;2136.99;2;-999;9
58P320011031;  OWSM;5801;1;3;20080314;0;66;2;2100;21.1;7.12;35.156;2;-999;9;-999;9;-999;9;-999;9;2136.95;2;-999;9
58P320011031;  OWSM;5801;1;4;20080314;0;66;2;2100;29.9;7.1;35.154;2;-999;9;-999;9;-999;9;-999;9;2136.67;2;-999;9
58P320011031;  OWSM;5801;1;5;20080314;0;66;2;2100;39.2;7.08;35.157;2;-999;9;-999;9;-999;9;-999;9;2137.76;2;-999;9
58P320011031;  OWSM;5801;1;6;20080314;0;66;2;2100;48.6;7.06;35.165;2;-999;9;-999;9;-999;9;-999;9;2139.7;2;-999;9
58P320011031;  OWSM;5801;1;7;20080314;0;66;2;2100;76.6;6.98;35.179;2;-999;9;-999;9;-999;9;-999;9;2137.92;2;-999;9
58P320011031;  OWSM;5801;1;8;20080314;0;66;2;2100;101.6;6.9;35.165;2;-999;9;-999;9;-999;9;-999;9;2141.45;2;-999;9
58P320011031;  OWSM;5801;1;9;20080314;0;66;2;2100;149.4;6.85;35.16;2;-999;9;-999;9;-999;9;-999;9;2143.3;2;-999;9
58P320011031;  OWSM;5801;1;10;20080314;0;66;2;2100;199.3;6.81;35.168;2;-999;9;-999;9;-999;9;-999;9;2138.98;2;-999;9
58P320011031;  OWSM;5801;1;11;20080314;0;66;2;2100;199.3;6.81;35.168;2;-999;9;-999;9;-999;9;-999;9;2140.24;2;-999;9
58P320011031;  OWSM;5801;1;12;20080314;0;66;2;2100;300.1;6.59;35.143;2;-999;9;-999;9;-999;9;-999;9;2145.17;2;-999;9
58P320011031;  OWSM;5801;1;13;20080314;0;66;2;2100;300.1;6.59;35.143;2;-999;9;-999;9;-999;9;-999;9;2145.41;2;-999;9
58P320011031;  OWSM;5801;1;14;20080314;0;66;2;2100;400.2;5.18;35.036;2;-999;9;-999;9;-999;9;-999;9;2150.96;2;-999;9
58P320011031;  OWSM;5801;1;15;20080314;0;66;2;2100;400.2;5.18;35.036;2;-999;9;-999;9;-999;9;-999;9;2151.19;2;-999;9
58P320011031;  OWSM;5801;1;16;20080314;0;66;2;2100;502.5;1.97;34.938;2;-999;9;-999;9;-999;9;-999;9;2163.22;2;-999;9
58P320011031;  OWSM;5801;1;17;20080314;0;66;2;2100;502.5;1.97;34.938;2;-999;9;-999;9;-999;9;-999;9;2161.21;2;-999;9
58P320011031;  OWSM;5801;1;18;20080314;0;66;2;2100;601.6;0.52;34.887;2;-999;9;-999;9;-999;9;-999;9;2169.31;2;-999;9
58P320011031;  OWSM;5801;1;19;20080314;0;66;2;2100;601.6;0.52;34.887;2;-999;9;-999;9;-999;9;-999;9;2169.46;2;-999;9
58P320011031;  OWSM;5801;1;20;20080314;0;66;2;2100;798.1;-0.18;34.899;2;-999;9;-999;9;-999;9;-999;9;2172.92;2;-999;9
58P320011031;  OWSM;5801;1;21;20080314;0;66;2;2100;798.1;-0.18;34.899;2;-999;9;-999;9;-999;9;-999;9;2170.6;2;-999;9
58P320011031;  OWSM;5801;1;22;20080314;0;66;2;2100;1001;-0.46;34.904;2;-999;9;-999;9;-999;9;-999;9;2168.15;2;-999;9
58P320011031;  OWSM;5801;1;23;20080314;0;66;2;2100;1001;-0.46;34.904;2;-999;9;-999;9;-999;9;-999;9;2166.17;2;-999;9
58P320011031;  OWSM;5801;1;24;20080314;0;66;2;2100;1199.5;-0.59;34.907;2;-999;9;-999;9;-999;9;-999;9;2173.06;2;-999;9
58P320011031;  OWSM;5801;1;25;20080314;0;66;2;2100;1501.7;-0.72;34.912;2;-999;9;-999;9;-999;9;-999;9;2169.54;2;-999;9
58P320011031;  OWSM;5801;1;26;20080314;0;66;2;2100;1501.7;-0.72;34.912;2;-999;9;-999;9;-999;9;-999;9;2169.19;2;-999;9
58P320011031;  OWSM;5801;1;27;20080314;0;66;2;2100;2000.4;-0.82;34.915;2;-999;9;-999;9;-999;9;-999;9;2164.4;2;-999;9
58P320011031;  OWSM;5801;1;28;20080314;0;66;2;2100;2000.4;-0.82;34.915;2;-999;9;-999;9;-999;9;-999;9;2163.45;2;-999;9
58P320011031;  OWSM;5811;1;1;20080411;0;66;2;2100;2.2;6.87;35.189;2;-999;9;-999;9;-999;9;-999;9;2140.13;2;-999;9
58P320011031;  OWSM;5811;1;2;20080411;0;66;2;2100;10.6;6.87;35.189;2;-999;9;-999;9;-999;9;-999;9;2139.9;2;-999;9
58P320011031;  OWSM;5811;1;3;20080411;0;66;2;2100;20;6.88;35.188;2;-999;9;-999;9;-999;9;-999;9;2139.17;2;-999;9
58P320011031;  OWSM;5811;1;4;20080411;0;66;2;2100;29;6.88;35.187;2;-999;9;-999;9;-999;9;-999;9;2136.69;2;-999;9
58P320011031;  OWSM;5811;1;5;20080411;0;66;2;2100;38.1;6.87;35.193;2;-999;9;-999;9;-999;9;-999;9;2138.57;2;-999;9
58P320011031;  OWSM;5811;1;6;20080411;0;66;2;2100;51.7;6.81;35.195;2;-999;9;-999;9;-999;9;-999;9;2137.7;2;-999;9
58P320011031;  OWSM;5811;1;7;20080411;0;66;2;2100;73.9;6.65;35.186;2;-999;9;-999;9;-999;9;-999;9;2139.31;2;-999;9
58P320011031;  OWSM;5811;1;8;20080411;0;66;2;2100;99.67;6.48;35.17;2;-999;9;-999;9;-999;9;-999;9;2140.1;2;-999;9
58P320011031;  OWSM;5811;1;9;20080411;0;66;2;2100;149.5;5.88;35.116;2;-999;9;-999;9;-999;9;-999;9;2142.51;2;-999;9
58P320011031;  OWSM;5811;1;10;20080411;0;66;2;2100;200.3;5.14;35.043;2;-999;9;-999;9;-999;9;-999;9;2142.54;2;-999;9
58P320011031;  OWSM;5811;1;11;20080411;0;66;2;2100;302;2.78;34.971;2;-999;9;-999;9;-999;9;-999;9;2163.9;2;-999;9
58P320011031;  OWSM;5811;1;12;20080411;0;66;2;2100;400.8;0.95;34.928;2;-999;9;-999;9;-999;9;-999;9;2170.81;2;-999;9
58P320011031;  OWSM;5811;1;13;20080411;0;66;2;2100;501.45;0.16;34.9;2;-999;9;-999;9;-999;9;-999;9;2167.54;2;-999;9
58P320011031;  OWSM;5811;1;14;20080411;0;66;2;2100;600.15;-0.12;34.901;2;-999;9;-999;9;-999;9;-999;9;2170.58;2;-999;9
58P320011031;  OWSM;5811;1;15;20080411;0;66;2;2100;800.97;-0.44;34.906;2;-999;9;-999;9;-999;9;-999;9;2169.36;2;-999;9
58P320011031;  OWSM;5811;1;16;20080411;0;66;2;2100;1000.03;-0.61;34.908;2;-999;9;-999;9;-999;9;-999;9;2167.59;2;-999;9
58P320011031;  OWSM;5811;1;17;20080411;0;66;2;2100;1200.65;-0.7;34.913;2;-999;9;-999;9;-999;9;-999;9;2166.71;2;-999;9
58P320011031;  OWSM;5811;1;18;20080411;0;66;2;2100;1499.35;-0.78;34.916;2;-999;9;-999;9;-999;9;-999;9;2165.75;2;-999;9
58P320011031;  OWSM;5811;1;19;20080411;0;66;2;2100;2001.07;-0.83;34.916;2;-999;9;-999;9;-999;9;-999;9;2165.12;2;-999;9
58P320011031;  OWSM;5827;1;1;20080509;0;66;2;2100;2.1;8.29;35.181;2;-999;9;-999;9;-999;9;-999;9;2107.99;2;-999;9
58P320011031;  OWSM;5827;1;2;20080509;0;66;2;2100;10.7;8.19;35.233;2;-999;9;-999;9;-999;9;-999;9;2106.89;2;-999;9
58P320011031;  OWSM;5827;1;3;20080509;0;66;2;2100;20.1;8.13;35.211;2;-999;9;-999;9;-999;9;-999;9;2110.39;2;-999;9
58P320011031;  OWSM;5827;1;4;20080509;0;66;2;2100;29.2;8.03;35.23;2;-999;9;-999;9;-999;9;-999;9;2134.8;2;-999;9
58P320011031;  OWSM;5827;1;5;20080509;0;66;2;2100;38.4;7.91;35.233;2;-999;9;-999;9;-999;9;-999;9;2136.18;2;-999;9
58P320011031;  OWSM;5827;1;6;20080509;0;66;2;2100;52.4;7.71;35.24;2;-999;9;-999;9;-999;9;-999;9;2136.85;2;-999;9
58P320011031;  OWSM;5827;1;7;20080509;0;66;2;2100;75.4;7.42;35.229;2;-999;9;-999;9;-999;9;-999;9;2135.73;2;-999;9
58P320011031;  OWSM;5827;1;8;20080509;0;66;2;2100;100.2;7.24;35.216;2;-999;9;-999;9;-999;9;-999;9;2141.05;2;-999;9
58P320011031;  OWSM;5827;1;9;20080509;0;66;2;2100;152.9;6.95;35.201;2;-999;9;-999;9;-999;9;-999;9;2144.44;2;-999;9
58P320011031;  OWSM;5827;1;10;20080509;0;66;2;2100;202.3;6.62;35.171;2;-999;9;-999;9;-999;9;-999;9;2143.26;2;-999;9
58P320011031;  OWSM;5827;1;11;20080509;0;66;2;2100;300.3;6.03;35.151;2;-999;9;-999;9;-999;9;-999;9;2157.53;2;-999;9
58P320011031;  OWSM;5827;1;12;20080509;0;66;2;2100;399.3;4.45;35.042;2;-999;9;-999;9;-999;9;-999;9;2168.25;2;-999;9
58P320011031;  OWSM;5827;1;13;20080509;0;66;2;2100;500.5;2.12;34.95;2;-999;9;-999;9;-999;9;-999;9;2166.59;2;-999;9
58P320011031;  OWSM;5827;1;14;20080509;0;66;2;2100;599.8;0.79;34.923;2;-999;9;-999;9;-999;9;-999;9;2168.53;2;-999;9
58P320011031;  OWSM;5827;1;15;20080509;0;66;2;2100;800.7;-0.07;34.907;2;-999;9;-999;9;-999;9;-999;9;2173.54;2;-999;9
58P320011031;  OWSM;5827;1;16;20080509;0;66;2;2100;983.7;-0.35;34.911;2;-999;9;-999;9;-999;9;-999;9;2166.91;2;-999;9
58P320011031;  OWSM;5827;1;17;20080509;0;66;2;2100;1201.2;-0.67;34.906;2;-999;9;-999;9;-999;9;-999;9;2170.91;2;-999;9
58P320011031;  OWSM;5827;1;18;20080509;0;66;2;2100;1501.7;-0.76;34.91;2;-999;9;-999;9;-999;9;-999;9;2168.05;2;-999;9
58P320011031;  OWSM;5827;1;19;20080509;0;66;2;2100;2001.4;-0.82;34.912;2;-999;9;-999;9;-999;9;-999;9;2166.04;2;-999;9
58P320011031;  OWSM;5841;1;1;20080604;0;66;2;2100;0;10.44;35.138;2;-999;9;-999;9;-999;9;-999;9;2076.68;2;-999;9
58P320011031;  OWSM;5841;1;2;20080604;0;66;2;2100;10.8;9.96;35.244;2;-999;9;-999;9;-999;9;-999;9;2080.93;2;-999;9
58P320011031;  OWSM;5841;1;3;20080604;0;66;2;2100;20.2;9.12;35.21;2;-999;9;-999;9;-999;9;-999;9;2095.4;2;-999;9
58P320011031;  OWSM;5841;1;4;20080604;0;66;2;2100;29.2;8.61;35.212;2;-999;9;-999;9;-999;9;-999;9;2111.69;2;-999;9
58P320011031;  OWSM;5841;1;5;20080604;0;66;2;2100;43.4;8.02;35.219;2;-999;9;-999;9;-999;9;-999;9;2127.45;2;-999;9
58P320011031;  OWSM;5841;1;6;20080604;0;66;2;2100;52.8;7.74;35.235;2;-999;9;-999;9;-999;9;-999;9;2132.98;2;-999;9
58P320011031;  OWSM;5841;1;7;20080604;0;66;2;2100;76.3;7.29;35.231;2;-999;9;-999;9;-999;9;-999;9;2142.51;2;-999;9
58P320011031;  OWSM;5841;1;8;20080604;0;66;2;2100;99.2;7.11;35.206;2;-999;9;-999;9;-999;9;-999;9;2144.39;2;-999;9
58P320011031;  OWSM;5841;1;9;20080604;0;66;2;2100;148.8;6.7;35.18;2;-999;9;-999;9;-999;9;-999;9;2143.96;2;-999;9
58P320011031;  OWSM;5841;1;10;20080604;0;66;2;2100;202.4;6.19;35.144;2;-999;9;-999;9;-999;9;-999;9;2146.74;2;-999;9
58P320011031;  OWSM;5841;1;11;20080604;0;66;2;2100;298;5.53;35.115;2;-999;9;-999;9;-999;9;-999;9;2146.98;2;-999;9
58P320011031;  OWSM;5841;1;12;20080604;0;66;2;2100;402;3.4;35.01;2;-999;9;-999;9;-999;9;-999;9;2156.22;2;-999;9
58P320011031;  OWSM;5841;1;13;20080604;0;66;2;2100;500.1;1.47;34.934;2;-999;9;-999;9;-999;9;-999;9;2164.82;2;-999;9
58P320011031;  OWSM;5841;1;14;20080604;0;66;2;2100;601.7;0.11;34.904;2;-999;9;-999;9;-999;9;-999;9;2171.25;2;-999;9
58P320011031;  OWSM;5841;1;15;20080604;0;66;2;2100;799.4;-0.4;34.905;2;-999;9;-999;9;-999;9;-999;9;2171.78;2;-999;9
58P320011031;  OWSM;5841;1;16;20080604;0;66;2;2100;1000.4;-0.61;34.91;2;-999;9;-999;9;-999;9;-999;9;2168.13;2;-999;9
58P320011031;  OWSM;5841;1;17;20080604;0;66;2;2100;1199.7;-0.7;34.912;2;-999;9;-999;9;-999;9;-999;9;2166.71;2;-999;9
58P320011031;  OWSM;5841;1;18;20080604;0;66;2;2100;1499.7;-0.77;34.915;2;-999;9;-999;9;-999;9;-999;9;2168.17;2;-999;9
58P320011031;  OWSM;5841;1;19;20080604;0;66;2;2100;2001.7;-0.83;34.913;2;-999;9;-999;9;-999;9;-999;9;2167.12;2;-999;9
58P320011031;  OWSM;5858;1;1;20080704;0;66;2;2100;5.6;11.55;34.711;2;-999;9;-999;9;-999;9;-999;9;2063.83;2;-999;9
58P320011031;  OWSM;5858;1;2;20080704;0;66;2;2100;10.2;11.53;34.705;2;-999;9;-999;9;-999;9;-999;9;2064.68;2;-999;9
58P320011031;  OWSM;5858;1;3;20080704;0;66;2;2100;19.5;10.7;34.837;2;-999;9;-999;9;-999;9;-999;9;2065.2;2;-999;9
58P320011031;  OWSM;5858;1;4;20080704;0;66;2;2100;33.4;9.12;35.08;2;-999;9;-999;9;-999;9;-999;9;2112.56;2;-999;9
58P320011031;  OWSM;5858;1;5;20080704;0;66;2;2100;42.8;8.33;35.191;2;-999;9;-999;9;-999;9;-999;9;2137.64;2;-999;9
58P320011031;  OWSM;5858;1;6;20080704;0;66;2;2100;52.1;7.92;35.221;2;-999;9;-999;9;-999;9;-999;9;2143.99;2;-999;9
58P320011031;  OWSM;5858;1;7;20080704;0;66;2;2100;75.1;7.33;35.224;2;-999;9;-999;9;-999;9;-999;9;2143.79;2;-999;9
58P320011031;  OWSM;5858;1;8;20080704;0;66;2;2100;101.8;7.06;35.2;2;-999;9;-999;9;-999;9;-999;9;2138.58;2;-999;9
58P320011031;  OWSM;5858;1;9;20080704;0;66;2;2100;151;6.49;35.167;2;-999;9;-999;9;-999;9;-999;9;2147.37;2;-999;9
58P320011031;  OWSM;5858;1;10;20080704;0;66;2;2100;200.4;6.17;35.157;2;-999;9;-999;9;-999;9;-999;9;2143.11;2;-999;9
58P320011031;  OWSM;5858;1;11;20080704;0;66;2;2100;300.6;5.26;35.088;2;-999;9;-999;9;-999;9;-999;9;2147.95;2;-999;9
58P320011031;  OWSM;5858;1;12;20080704;0;66;2;2100;399.3;2.9;34.961;2;-999;9;-999;9;-999;9;-999;9;2154.3;2;-999;9
58P320011031;  OWSM;5858;1;13;20080704;0;66;2;2100;501.3;1.03;34.918;2;-999;9;-999;9;-999;9;-999;9;2163.18;2;-999;9
58P320011031;  OWSM;5858;1;14;20080704;0;66;2;2100;600.9;0.26;34.903;2;-999;9;-999;9;-999;9;-999;9;2167.36;2;-999;9
58P320011031;  OWSM;5858;1;15;20080704;0;66;2;2100;801.4;-0.27;34.905;2;-999;9;-999;9;-999;9;-999;9;2172.12;2;-999;9
58P320011031;  OWSM;5858;1;16;20080704;0;66;2;2100;988.6;-0.49;34.909;2;-999;9;-999;9;-999;9;-999;9;2167.62;2;-999;9
58P320011031;  OWSM;5858;1;17;20080704;0;66;2;2100;1200.7;-0.6;34.906;2;-999;9;-999;9;-999;9;-999;9;2171.13;2;-999;9
58P320011031;  OWSM;5858;1;18;20080704;0;66;2;2100;1499;-0.73;34.911;2;-999;9;-999;9;-999;9;-999;9;2167.35;2;-999;9
58P320011031;  OWSM;5858;1;19;20080704;0;66;2;2100;2001.7;-0.83;34.913;2;-999;9;-999;9;-999;9;-999;9;2163.87;2;-999;9
58P320011031;  OWSM;5874;1;1;20080801;0;66;2;2100;0.8;13.18;34.658;2;-999;9;-999;9;-999;9;-999;9;2063.22;2;2305.19;2
58P320011031;  OWSM;5874;1;2;20080801;0;66;2;2100;12.2;11.46;34.983;2;-999;9;-999;9;-999;9;-999;9;2062.32;2;2305.16;2
58P320011031;  OWSM;5874;1;3;20080801;0;66;2;2100;21.4;10.43;35.084;2;-999;9;-999;9;-999;9;-999;9;-999;9;2310.2;2
58P320011031;  OWSM;5874;1;4;20080801;0;66;2;2100;30.2;9.57;35.177;2;-999;9;-999;9;-999;9;-999;9;2100.56;2;2313.87;2
58P320011031;  OWSM;5874;1;5;20080801;0;66;2;2100;39.1;8.93;35.225;2;-999;9;-999;9;-999;9;-999;9;2118.55;2;2316.49;2
58P320011031;  OWSM;5874;1;6;20080801;0;66;2;2100;48.1;8.45;35.254;2;-999;9;-999;9;-999;9;-999;9;2130.28;2;2315.24;2
58P320011031;  OWSM;5874;1;7;20080801;0;66;2;2100;75.4;7.69;35.269;2;-999;9;-999;9;-999;9;-999;9;2146.43;2;2310.55;2
58P320011031;  OWSM;5874;1;8;20080801;0;66;2;2100;100.8;7.25;35.229;2;-999;9;-999;9;-999;9;-999;9;2144.48;2;2312.75;2
58P320011031;  OWSM;5874;1;9;20080801;0;66;2;2100;151.5;6.81;35.189;2;-999;9;-999;9;-999;9;-999;9;2145.47;2;2312.19;2
58P320011031;  OWSM;5874;1;10;20080801;0;66;2;2100;201.4;6.26;35.155;2;-999;9;-999;9;-999;9;-999;9;2139.99;2;2310.69;2
58P320011031;  OWSM;5874;1;11;20080801;0;66;2;2100;300.2;5.61;35.069;2;-999;9;-999;9;-999;9;-999;9;2147.6;2;2309.23;2
58P320011031;  OWSM;5874;1;12;20080801;0;66;2;2100;400.3;4.15;35.007;2;-999;9;-999;9;-999;9;-999;9;2153.26;2;2301.69;2
58P320011031;  OWSM;5874;1;13;20080801;0;66;2;2100;498.1;1.99;34.93;2;-999;9;-999;9;-999;9;-999;9;2164.43;2;2295.35;2
58P320011031;  OWSM;5874;1;14;20080801;0;66;2;2100;598.1;0.5;34.897;2;-999;9;-999;9;-999;9;-999;9;2167.21;2;2292.58;2
58P320011031;  OWSM;5874;1;15;20080801;0;66;2;2100;800;-0.37;34.898;2;-999;9;-999;9;-999;9;-999;9;2169.72;2;2298.72;2
58P320011031;  OWSM;5874;1;16;20080801;0;66;2;2100;986.2;-0.59;34.904;2;-999;9;-999;9;-999;9;-999;9;2166.08;2;2294.62;2
58P320011031;  OWSM;5874;1;17;20080801;0;66;2;2100;1202.3;-0.65;34.905;2;-999;9;-999;9;-999;9;-999;9;2166.4;2;2298.49;2
58P320011031;  OWSM;5874;1;18;20080801;0;66;2;2100;1499.5;-0.75;34.908;2;-999;9;-999;9;-999;9;-999;9;2164.04;2;2300.52;2
58P320011031;  OWSM;5874;1;19;20080801;0;66;2;2100;2002.1;-0.82;34.911;2;-999;9;-999;9;-999;9;-999;9;2163.26;2;2297.81;2
58P320011031;  OWSM;5889;1;1;20080828;0;66;2;2100;0;NaN;34.646;2;-999;9;-999;9;-999;9;-999;9;2062.41;2;-999;9
58P320011031;  OWSM;5889;1;2;20080828;0;66;2;2100;9.8;12.47;34.685;2;-999;9;-999;9;-999;9;-999;9;2054.64;2;-999;9
58P320011031;  OWSM;5889;1;3;20080828;0;66;2;2100;23.5;11.24;34.992;2;-999;9;-999;9;-999;9;-999;9;2057.83;2;-999;9
58P320011031;  OWSM;5889;1;4;20080828;0;66;2;2100;32.7;9.68;35.135;2;-999;9;-999;9;-999;9;-999;9;2077.54;2;-999;9
58P320011031;  OWSM;5889;1;5;20080828;0;66;2;2100;41.95;8.75;35.27;2;-999;9;-999;9;-999;9;-999;9;2133.04;2;2334.15;2
58P320011031;  OWSM;5889;1;6;20080828;0;66;2;2100;51.25;8.11;35.319;2;-999;9;-999;9;-999;9;-999;9;2151.16;2;-999;9
58P320011031;  OWSM;5889;1;7;20080828;0;66;2;2100;74.3;7.52;35.333;2;-999;9;-999;9;-999;9;-999;9;2146.71;2;2332.25;2
58P320011031;  OWSM;5889;1;8;20080828;0;66;2;2100;101.2;7.19;35.302;2;-999;9;-999;9;-999;9;-999;9;2151.01;2;2302.85;2
58P320011031;  OWSM;5889;1;9;20080828;0;66;2;2100;149.8;6.88;35.274;2;-999;9;-999;9;-999;9;-999;9;2153.58;2;2304.24;2
58P320011031;  OWSM;5889;1;10;20080828;0;66;2;2100;203.3;6.36;35.244;2;-999;9;-999;9;-999;9;-999;9;2147.28;2;-999;9
58P320011031;  OWSM;5889;1;11;20080828;0;66;2;2100;300.15;5.61;35.089;2;-999;9;-999;9;-999;9;-999;9;2150.31;2;-999;9
58P320011031;  OWSM;5889;1;12;20080828;0;66;2;2100;400.3;4.15;35.007;2;-999;9;-999;9;-999;9;-999;9;2159.8;2;2307.87;2
58P320011031;  OWSM;5889;1;13;20080828;0;66;2;2100;498.05;1.99;34.93;2;-999;9;-999;9;-999;9;-999;9;2168.59;2;-999;9
58P320011031;  OWSM;5889;1;14;20080828;0;66;2;2100;598.1;0.5;34.897;2;-999;9;-999;9;-999;9;-999;9;2171.05;2;-999;9
58P320011031;  OWSM;5889;1;15;20080828;0;66;2;2100;800;-0.37;34.898;2;-999;9;-999;9;-999;9;-999;9;2170.49;2;-999;9
58P320011031;  OWSM;5889;1;16;20080828;0;66;2;2100;986.2;-0.59;34.904;2;-999;9;-999;9;-999;9;-999;9;2167.06;2;-999;9
58P320011031;  OWSM;5889;1;17;20080828;0;66;2;2100;1198.8;-0.65;34.907;2;-999;9;-999;9;-999;9;-999;9;2168.3;2;2310.73;2
58P320011031;  OWSM;5889;1;18;20080828;0;66;2;2100;1501;-0.75;34.911;2;-999;9;-999;9;-999;9;-999;9;2168.35;2;-999;9
58P320011031;  OWSM;5889;1;19;20080828;0;66;2;2100;2000.3;-0.81;34.913;2;-999;9;-999;9;-999;9;-999;9;2165.04;2;2305.28;2
58P320011031;  OWSM;5909;1;1;20081023;0;66;2;2100;2.2;8.86;35.116;2;-999;9;-999;9;-999;9;-999;9;2108.68;2;2300.26;2
58P320011031;  OWSM;5909;1;2;20081023;0;66;2;2100;10.4;8.87;35.117;2;-999;9;-999;9;-999;9;-999;9;2108.73;2;2304.23;2
58P320011031;  OWSM;5909;1;3;20081023;0;66;2;2100;20.6;8.86;35.118;2;-999;9;-999;9;-999;9;-999;9;2108.88;2;2305.05;2
58P320011031;  OWSM;5909;1;4;20081023;0;66;2;2100;29.2;8.86;35.118;2;-999;9;-999;9;-999;9;-999;9;2108.7;2;2305.63;2
58P320011031;  OWSM;5909;1;5;20081023;0;66;2;2100;40.7;8.85;35.121;2;-999;9;-999;9;-999;9;-999;9;2109.6;2;2305.48;2
58P320011031;  OWSM;5909;1;6;20081023;0;66;2;2100;49.5;8.83;35.125;2;-999;9;-999;9;-999;9;-999;9;2109.76;2;2307.1;2
58P320011031;  OWSM;5909;1;7;20081023;0;66;2;2100;75.4;8.69;35.181;2;-999;9;-999;9;-999;9;-999;9;2151.42;2;2313.73;2
58P320011031;  OWSM;5909;1;8;20081023;0;66;2;2100;98.6;8.31;35.266;2;-999;9;-999;9;-999;9;-999;9;2152.34;2;2318.63;2
58P320011031;  OWSM;5909;1;9;20081023;0;66;2;2100;150.6;7.52;35.244;2;-999;9;-999;9;-999;9;-999;9;-999;9;2314.36;2
58P320011031;  OWSM;5909;1;10;20081023;0;66;2;2100;202.4;6.54;35.155;2;-999;9;-999;9;-999;9;-999;9;2151.51;2;2307.69;2
