EXPOCODE;SECT_ID;STNNBR;CASTNO;BTLNBR;DATE;TIME;LATITUDE;LONGITUDE;DEPTH_m;CTDPRS_dbar;CTDTMP_its-90;CTDSAL_pss-78;CTDSAL_FLAG_W;OXYGEN_umol_kg;OXYGEN_FLAG_W;SILCAT_umol_kg;SILCAT_FLAG_W;NITRAT_umol_kg;NITRAT_FLAG_W;PHSPHT_umol_kg;PHSPHT_FLAG_W;TCARBN_umol_kg;TCARBN_FLAG_W;ALKALI_umol_kg;ALKALI_FLAG_W
  58P320011031;  OWSM;4902;1;1;20011124;0;66;2;2100;0;8;35.146;2;-999;9;3.23;0;9.29;0;0.67;0;2118.6;2;-999;9
  58P320011031;  OWSM;4902;1;2;20011124;0;66;2;2100;10;7.87;35.131;2;279.6;0;3.29;0;9.32;0;0.67;0;2119.1;2;-999;9
  58P320011031;  OWSM;4902;1;3;20011124;0;66;2;2100;25;7.87;35.133;2;276.6;0;3.24;0;9.28;0;0.65;0;2118.2;2;-999;9
  58P320011031;  OWSM;4902;1;4;20011124;0;66;2;2100;50;7.87;35.135;2;279.2;0;3.24;0;9.3;0;0.67;0;2118.6;2;-999;9
  58P320011031;  OWSM;4902;1;5;20011124;0;66;2;2100;75;7.84;35.13;2;277.7;0;3.24;0;9.3;0;0.67;0;2120.2;2;-999;9
  58P320011031;  OWSM;4902;1;6;20011124;0;66;2;2100;100;7.67;35.129;2;279.3;0;3.93;0;10.08;0;0.68;0;2119.7;2;-999;9
  58P320011031;  OWSM;4902;1;7;20011124;0;66;2;2100;150;7.12;35.166;2;284.1;0;3.74;0;9.52;3;0.69;0;2140;2;-999;9
  58P320011031;  OWSM;4931;1;1;20011220;0;66;2;2100;0;7.2;35.187;2;-999;9;4.42;0;10.82;0;0.77;0;2132;2;-999;9
  58P320011031;  OWSM;4931;1;2;20011220;0;66;2;2100;10;7.36;35.183;2;-999;9;4.38;0;10.99;0;0.75;0;2132.4;2;-999;9
  58P320011031;  OWSM;4931;1;3;20011220;0;66;2;2100;25;7.36;35.179;2;-999;9;4.38;0;10.93;0;0.75;0;2131.6;2;-999;9
  58P320011031;  OWSM;4931;1;4;20011220;0;66;2;2100;51;7.38;35.175;2;286.6;0;4.31;0;10.74;0;0.74;0;2131.4;2;-999;9
  58P320011031;  OWSM;4931;1;5;20011220;0;66;2;2100;76;7.42;35.151;2;-999;9;4.16;0;10.58;0;0.74;0;2130.8;2;-999;9
  58P320011031;  OWSM;4931;1;6;20011220;0;66;2;2100;101;7.45;35.128;2;289;0;4.2;0;10.6;0;0.73;0;2131.8;2;-999;9
  58P320011031;  OWSM;4931;1;7;20011220;0;66;2;2100;152;6.8;35.104;2;292.8;0;3.96;0;10.44;3;0.72;3;2130.2;2;-999;9
  58P320011031;  OWSM;4928;1;1;20020118;0;66;2;2100;10;7.4;35.179;2;287.1;0;4.67;0;11.84;0;0.75;0;2131.8;2;-999;9
  58P320011031;  OWSM;4928;1;2;20020118;0;66;2;2100;20;7.45;35.181;2;288.4;0;4.7;0;11.74;0;0.79;0;2131.8;2;-999;9
  58P320011031;  OWSM;4928;1;3;20020118;0;66;2;2100;30;7.37;35.179;2;-999;9;4.72;0;11.84;0;0.8;0;2133.4;2;-999;9
  58P320011031;  OWSM;4928;1;4;20020118;0;66;2;2100;40;7.31;35.186;2;-999;9;4.7;0;11.76;0;0.79;0;2130.1;2;-999;9
  58P320011031;  OWSM;4928;1;5;20020118;0;66;2;2100;51;7.31;35.177;2;287.3;0;4.71;0;11.79;0;0.77;0;2131.4;2;-999;9
  58P320011031;  OWSM;4928;1;6;20020118;0;66;2;2100;76;7.17;35.169;2;292;0;4.67;0;11.78;0;0.76;0;2131.6;2;-999;9
  58P320011031;  OWSM;4928;1;7;20020118;0;66;2;2100;101;7.09;35.167;2;293.4;0;4.68;0;11.82;0;0.75;0;2131.4;2;-999;9
  58P320011031;  OWSM;4928;1;8;20020118;0;66;2;2100;152;6.83;35.146;2;295.1;0;4.7;0;11.72;0;0.79;0;2138.2;2;-999;9
  58P320011031;  OWSM;4928;1;9;20020118;0;66;2;2100;202;6.36;35.106;2;295.4;0;5;0;11.91;0;0.81;0;2139;2;-999;9
  58P320011031;  OWSM;4928;1;10;20020118;0;66;2;2100;303;5.8;35.1;2;295.6;0;4.71;0;11.62;3;0.82;0;2144.9;2;-999;9
  58P320011031;  OWSM;4928;1;11;20020118;0;66;2;2100;404;2.76;34.944;2;311.2;0;6.49;0;13.55;0;0.95;0;2157.4;2;-999;9
  58P320011031;  OWSM;4928;1;12;20020118;0;66;2;2100;506;1.4;34.926;2;308.8;0;6.41;0;13.81;0;0.94;0;2165.9;2;-999;9
  58P320011031;  OWSM;4928;1;13;20020118;0;66;2;2100;607;0.29;34.909;2;306.2;0;7.61;0;14.19;0;0.95;0;2167.7;2;-999;9
  58P320011031;  OWSM;4928;1;14;20020118;0;66;2;2100;810;-0.31;34.901;2;307.6;0;8.25;0;14.06;0;-999;9;2166.8;2;-999;9
  58P320011031;  OWSM;4928;1;15;20020118;0;66;2;2100;1012;-0.54;34.901;2;302.8;0;9.27;0;14.27;0;0.96;0;2167.8;2;-999;9
  58P320011031;  OWSM;4928;1;16;20020118;0;66;2;2100;1216;-0.65;34.914;2;301.4;0;10;0;14.59;0;0.98;0;2164.4;2;-999;9
  58P320011031;  OWSM;4928;1;17;20020118;0;66;2;2100;1520;-0.75;34.919;2;300;0;11.22;0;14.88;0;-999;9;2164.8;2;-999;9
  58P320011031;  OWSM;4928;1;18;20020118;0;66;2;2100;2030;-0.84;34.921;2;299.7;0;12.26;0;15.17;0;1.01;0;2162.8;2;-999;9
  58P320011031;  OWSM;4943;1;1;20020217;0;66;2;2100;0;6.91;35.219;2;-999;9;4.55;0;11.53;0;-999;9;2136.4;2;-999;9
  58P320011031;  OWSM;4943;1;2;20020217;0;66;2;2100;10;6.91;35.18;2;276.4;0;4.61;0;11.59;0;0.77;0;2138.7;2;-999;9
  58P320011031;  OWSM;4943;1;3;20020217;0;66;2;2100;25;6.92;35.18;2;279.9;0;4.6;0;11.6;0;0.78;0;2140.3;2;-999;9
  58P320011031;  OWSM;4943;1;4;20020217;0;66;2;2100;51;6.9;35.178;2;280.6;0;4.61;0;11.61;0;0.76;0;2142.1;2;-999;9
  58P320011031;  OWSM;4943;1;5;20020217;0;66;2;2100;76;6.86;35.176;2;279.8;0;4.7;0;11.67;0;0.79;0;2143.3;2;-999;9
  58P320011031;  OWSM;4943;1;6;20020217;0;66;2;2100;101;6.42;35.175;2;280;0;4.79;0;11.76;0;0.77;0;2143.8;2;-999;9
  58P320011031;  OWSM;4943;1;7;20020217;0;66;2;2100;152;6.23;35.173;2;280.4;0;4.86;0;11.82;0;0.81;0;2142.3;2;-999;9
  58P320011031;  OWSM;4955;1;1;20020318;0;66;2;2100;0;5.57;35.112;2;-999;9;4.95;0;11.25;0;0.82;0;2138.6;2;-999;9
  58P320011031;  OWSM;4955;1;2;20020318;0;66;2;2100;10;5.57;35.107;2;287.9;0;4.96;0;11.19;0;0.82;0;2140.1;2;-999;9
  58P320011031;  OWSM;4955;1;3;20020318;0;66;2;2100;20;5.58;35.101;2;288.3;0;4.93;0;11.18;0;0.8;0;2138.1;2;-999;9
  58P320011031;  OWSM;4955;1;4;20020318;0;66;2;2100;51;5.55;35.099;2;286.8;0;4.98;0;11.24;0;0.75;0;2139.4;2;-999;9
  58P320011031;  OWSM;4955;1;5;20020318;0;66;2;2100;101;5.39;35.082;2;288;0;5.69;0;11.91;0;0.79;0;2139.2;2;-999;9
  58P320011031;  OWSM;4955;1;6;20020318;0;66;2;2100;202;3.84;34.964;2;290.5;0;5.28;0;11.65;0;0.81;0;2149.2;2;-999;9
  58P320011031;  OWSM;4955;1;7;20020318;0;66;2;2100;404;0.78;34.896;2;301;0;6.65;0;13.12;0;0.92;0;2162;2;-999;9
  58P320011031;  OWSM;4955;1;8;20020318;0;66;2;2100;607;-0.12;34.887;2;306;0;7.71;0;13.36;0;0.94;0;2163.3;2;-999;9
  58P320011031;  OWSM;4955;1;9;20020318;0;66;2;2100;810;-0.44;34.892;2;306.1;0;8.68;0;13.51;0;0.93;0;2161.8;2;-999;9
  58P320011031;  OWSM;4955;1;10;20020318;0;66;2;2100;1012;-0.59;34.903;2;302.9;0;9.71;0;13.71;0;0.96;0;2160.5;2;-999;9
  58P320011031;  OWSM;4969;1;1;20020415;0;66;2;2100;0;7.1;35.189;2;-999;9;4.91;0;10.96;0;0.76;0;2136.2;2;-999;9
  58P320011031;  OWSM;4969;1;2;20020415;0;66;2;2100;10;6.78;35.173;2;296.1;0;4.93;0;10.97;0;0.74;0;2134.9;2;-999;9
  58P320011031;  OWSM;4969;1;3;20020415;0;66;2;2100;20;6.76;35.173;2;297.2;0;4.91;0;10.95;0;0.74;0;2133.1;2;-999;9
  58P320011031;  OWSM;4969;1;4;20020415;0;66;2;2100;30;6.72;35.173;2;-999;9;4.91;0;10.96;0;0.74;0;2133.6;2;-999;9
  58P320011031;  OWSM;4969;1;5;20020415;0;66;2;2100;40;6.73;35.173;2;294.4;0;4.91;0;10.98;0;0.74;0;2133.2;2;-999;9
  58P320011031;  OWSM;4969;1;6;20020415;0;66;2;2100;51;6.72;35.173;2;293.2;0;4.9;0;10.99;0;0.74;0;2132.8;2;-999;9
  58P320011031;  OWSM;4969;1;7;20020415;0;66;2;2100;76;6.72;35.173;2;292.6;0;5.03;0;11.1;0;0.75;0;2133.2;2;-999;9
  58P320011031;  OWSM;4969;1;8;20020415;0;66;2;2100;101;6.74;35.17;2;293.3;0;5.2;0;11.25;0;0.76;0;2134.2;2;-999;9
  58P320011031;  OWSM;4969;1;9;20020415;0;66;2;2100;152;6.78;35.158;2;290.5;0;5.31;0;11.61;0;0.78;0;2134.3;2;-999;9
  58P320011031;  OWSM;4969;1;10;20020415;0;66;2;2100;202;6.54;35.146;2;293.7;0;5.42;0;12.01;0;0.8;0;2134.9;2;-999;9
  58P320011031;  OWSM;4969;1;11;20020415;0;66;2;2100;303;6.09;35.105;2;298;0;5.95;0;12.68;0;0.84;0;2138.8;2;-999;9
  58P320011031;  OWSM;4969;1;12;20020415;0;66;2;2100;404;5.62;34.983;2;297.9;0;6.52;0;13.38;0;0.89;0;2138.3;2;-999;9
  58P320011031;  OWSM;4969;1;13;20020415;0;66;2;2100;506;2.49;34.923;2;305.8;0;6.83;0;13.33;0;0.92;0;2163.8;2;-999;9
  58P320011031;  OWSM;4969;1;14;20020415;0;66;2;2100;607;0.73;34.899;2;306;0;7.18;0;13.86;0;0.94;0;2164.9;2;-999;9
  58P320011031;  OWSM;4969;1;15;20020415;0;66;2;2100;810;-0.3;34.897;2;305;0;8.14;0;13.94;0;0.94;0;2168;2;-999;9
  58P320011031;  OWSM;4969;1;16;20020415;0;66;2;2100;1012;-0.57;34.902;2;304.6;0;9.18;0;14.1;0;0.96;0;2166.5;2;-999;9
  58P320011031;  OWSM;4969;1;17;20020415;0;66;2;2100;1216;-0.61;34.907;2;301.6;0;10.05;0;14.25;0;0.97;0;2166.4;2;-999;9
  58P320011031;  OWSM;4969;1;18;20020415;0;66;2;2100;1520;-0.73;34.91;2;300.2;0;10.98;0;14.46;0;0.97;0;2169.1;2;-999;9
  58P320011031;  OWSM;4969;1;19;20020415;0;66;2;2100;2030;-0.84;34.916;2;298.9;0;11.81;0;14.61;0;0.97;0;2166.2;2;-999;9
  58P320011031;  OWSM;4983;1;1;20020513;0;66;2;2100;0;8.5;35.229;2;-999;9;3.3;0;7.5;0;0.62;0;2121.2;2;-999;9
  58P320011031;  OWSM;4983;1;2;20020513;0;66;2;2100;10;8.06;35.231;2;-999;9;3.47;0;7.47;0;0.55;0;2120.5;2;-999;9
  58P320011031;  OWSM;4983;1;3;20020513;0;66;2;2100;20;8.08;35.234;2;311.5;0;3.44;0;7.52;0;0.59;0;2121;2;-999;9
  58P320011031;  OWSM;4983;1;4;20020513;0;66;2;2100;51;8.07;35.243;2;306.4;0;3.6;0;8.22;0;0.62;0;2127.4;2;-999;9
  58P320011031;  OWSM;4983;1;5;20020513;0;66;2;2100;101;7.84;35.261;2;299.8;0;5.96;0;10.41;0;0.76;0;2136.8;2;-999;9
  58P320011031;  OWSM;4983;1;6;20020513;0;66;2;2100;202;6.96;35.196;2;296.6;0;6.28;0;12.44;0;0.83;0;2137.3;2;-999;9
  58P320011031;  OWSM;4983;1;7;20020513;0;66;2;2100;404;2.4;34.936;2;304.1;0;7.05;0;13.34;0;0.93;0;2154;2;-999;9
  58P320011031;  OWSM;4983;1;8;20020513;0;66;2;2100;607;0.12;34.888;2;310.8;0;7.85;0;13.59;0;0.94;0;2161.9;2;-999;9
  58P320011031;  OWSM;4983;1;9;20020513;0;66;2;2100;810;-0.36;34.893;2;307.4;0;8.86;0;13.74;0;0.95;0;2163.3;2;-999;9
  58P320011031;  OWSM;4983;1;10;20020513;0;66;2;2100;1012;-0.61;34.902;2;307.8;0;9.84;0;13.88;0;0.94;0;2161.4;2;-999;9
  58P320011031;  OWSM;4999;1;1;20020611;0;66;2;2100;4.1;12.7;35.147;2;-999;9;2.38;0;3.98;0;0.42;0;2058.2;2;-999;9
  58P320011031;  OWSM;4999;1;2;20020611;0;66;2;2100;12.7;12.8;35.168;2;299.5;0;2.32;0;3.66;0;0.35;0;2067;2;-999;9
  58P320011031;  OWSM;4999;1;3;20020611;0;66;2;2100;22.4;10.2;35.224;2;307.8;0;2.81;0;5.94;0;0.51;0;2087;2;-999;9
  58P320011031;  OWSM;4999;1;4;20020611;0;66;2;2100;51.5;8.11;35.298;2;287.2;0;4.78;0;9.61;0;0.69;0;2134.4;2;-999;9
  58P320011031;  OWSM;4999;1;5;20020611;0;66;2;2100;98;7.36;35.279;2;283.8;0;6.06;0;12.28;0;0.78;0;2133.2;2;-999;9
  58P320011031;  OWSM;4999;1;6;20020611;0;66;2;2100;199;6.64;35.163;2;287.9;0;6.22;0;12.67;0;0.81;0;2142.5;2;-999;9
  58P320011031;  OWSM;4999;1;7;20020611;0;66;2;2100;401;2.37;34.905;2;307.2;0;6.68;0;13.42;0;0.91;0;2154.2;2;-999;9
  58P320011031;  OWSM;4999;1;8;20020611;0;66;2;2100;601;-0.03;34.892;2;308.3;0;7.64;0;13.71;0;0.91;0;2167.1;2;-999;9
  58P320011031;  OWSM;4999;1;9;20020611;0;66;2;2100;801.7;-0.47;34.895;2;307.7;0;8.49;0;13.85;0;0.93;0;2162.7;2;-999;9
  58P320011031;  OWSM;4999;1;10;20020611;0;66;2;2100;998.7;-0.6;34.902;2;305.9;0;9.65;0;14.02;0;0.9;0;2162.4;2;-999;9
  58P320011031;  OWSM;5015;1;1;20020709;0;66;2;2100;1.9;13.6;34.943;2;-999;9;2;0;0.49;0;0.2;0;2036.9;2;-999;9
  58P320011031;  OWSM;5015;1;2;20020709;0;66;2;2100;10.8;13.47;34.99;2;277.6;0;1.97;0;0.48;0;0.17;0;2037.2;2;-999;9
  58P320011031;  OWSM;5015;1;3;20020709;0;66;2;2100;19.7;11.64;35.024;2;285.5;0;3.37;0;7.1;0;0.58;0;2067.6;2;-999;9
  58P320011031;  OWSM;5015;1;4;20020709;0;66;2;2100;49.1;8.75;35.289;2;277.1;0;5.06;0;11.25;0;0.76;0;2134.9;2;-999;9
  58P320011031;  OWSM;5015;1;5;20020709;0;66;2;2100;99.2;8.2;35.259;2;281.2;0;5.74;0;12.1;0;0.8;0;2137.2;2;-999;9
  58P320011031;  OWSM;5015;1;6;20020709;0;66;2;2100;202.5;7.06;35.213;2;288.3;0;5.99;0;12.42;0;0.85;0;2140.9;2;-999;9
  58P320011031;  OWSM;5015;1;7;20020709;0;66;2;2100;399.5;2.6;34.969;2;303.4;0;6.66;0;12.99;0;0.9;0;2155.7;2;-999;9
  58P320011031;  OWSM;5015;1;8;20020709;0;66;2;2100;600.2;0.33;34.895;2;309.9;0;7.5;0;13.67;0;0.93;0;2160.3;2;-999;9
  58P320011031;  OWSM;5015;1;9;20020709;0;66;2;2100;802.6;-0.28;34.898;2;311;0;8.4;0;13.81;0;0.94;0;2162.2;2;-999;9
  58P320011031;  OWSM;5015;1;10;20020709;0;66;2;2100;1000.9;-0.52;34.904;2;308.3;0;9.52;0;13.94;0;0.89;0;2161.5;2;-999;9
  58P320011031;  OWSM;5030;1;1;20020805;0;66;2;2100;1.9;13.3;34.6;2;-999;9;1.36;0;0.75;0;0.22;0;2034.9;2;2257.8;3
  58P320011031;  OWSM;5030;1;2;20020805;0;66;2;2100;10.8;13.08;34.9;2;277.5;0;1.4;0;0.76;0;0.19;0;2035.2;2;2259.3;3
  58P320011031;  OWSM;5030;1;3;20020805;0;66;2;2100;19.7;12.98;35.024;2;275;0;1.44;0;0.98;0;0.21;0;2037.6;2;2271.3;3
  58P320011031;  OWSM;5030;1;4;20020805;0;66;2;2100;31;11.74;35.121;2;-999;9;1.76;0;1.85;0;0.29;0;2063.5;2;2281.5;3
  58P320011031;  OWSM;5030;1;5;20020805;0;66;2;2100;42.1;9.47;35.278;2;271.4;0;3.9;0;8.78;0;0.66;0;2117.8;2;2286.9;3
  58P320011031;  OWSM;5030;1;6;20020805;0;66;2;2100;49.1;9.1;35.278;2;268.9;0;4.98;0;11.89;0;0.8;0;2124.9;2;2286;3
  58P320011031;  OWSM;5030;1;7;20020805;0;66;2;2100;76.3;8.69;35.279;2;272.2;0;5.59;0;12.24;0;0.82;0;2131;2;2281.2;3
  58P320011031;  OWSM;5030;1;8;20020805;0;66;2;2100;99.2;8.32;35.259;2;274.8;0;6.19;0;12.6;0;0.84;0;-999;9;2276;3
  58P320011031;  OWSM;5030;1;9;20020805;0;66;2;2100;148.5;7.7;35.239;2;278.1;0;6.27;0;12.64;0;0.85;0;2141.6;2;2311;3
  58P320011031;  OWSM;5030;1;10;20020805;0;66;2;2100;202.5;6.87;35.213;2;284.8;0;6.34;0;12.68;0;0.86;0;2141.2;2;2291;3
  58P320011031;  OWSM;5030;1;11;20020805;0;66;2;2100;300.8;4.35;35.049;2;297.8;0;6.5;0;12.93;0;0.88;0;2147.8;2;2258;3
  58P320011031;  OWSM;5030;1;12;20020805;0;66;2;2100;399.5;1.91;34.969;2;300.8;0;6.66;0;13.16;0;0.89;0;2154.4;2;2251.9;3
  58P320011031;  OWSM;5030;1;13;20020805;0;66;2;2100;501.3;0.95;34.924;2;301.9;0;7.32;0;13.43;0;0.9;0;2162.1;2;2251.2;3
  58P320011031;  OWSM;5030;1;14;20020805;0;66;2;2100;600.2;0.07;34.895;2;303.1;0;7.98;0;13.7;0;0.91;0;2166.3;2;2245.3;3
  58P320011031;  OWSM;5030;1;15;20020805;0;66;2;2100;802.6;-0.42;34.898;2;304.3;0;8.69;0;13.63;0;0.93;0;2157.8;2;2247.5;3
  58P320011031;  OWSM;5030;1;16;20020805;0;66;2;2100;1000.9;-0.58;34.904;2;303.9;0;9.77;0;13.97;0;0.92;0;2163.8;2;2257;3
  58P320011031;  OWSM;5030;1;17;20020805;0;66;2;2100;1200.1;-0.63;34.909;2;300.7;0;10.71;0;14.37;0;0.97;0;2158.2;2;2253;3
  58P320011031;  OWSM;5030;1;18;20020805;0;66;2;2100;1500.6;-0.77;34.914;2;298.9;0;11.72;0;14.43;0;0.98;0;2160.1;2;2252;3
  58P320011031;  OWSM;5030;1;19;20020805;0;66;2;2100;1999.9;-0.85;34.916;2;294.2;0;12.75;0;14.6;0;1;0;2162;2;2259.3;3
  58P320011031;  OWSM;5048;1;1;20020903;0;66;2;2100;1;13.62;35.01;2;-999;9;0.43;0;0.34;0;0.14;0;2071.7;2;2394.4;3
  58P320011031;  OWSM;5048;1;2;20020903;0;66;2;2100;11;13.61;35.044;2;269.4;0;0.46;0;0.3;0;0.14;0;2074.7;2;2337.3;3
  58P320011031;  OWSM;5048;1;3;20020903;0;66;2;2100;22;12.35;35.195;2;268.7;0;0.39;0;0.26;0;0.17;0;2076.7;2;2274.2;3
  58P320011031;  OWSM;5048;1;4;20020903;0;66;2;2100;53;9.29;35.318;2;267.9;0;4.12;0;11.2;0;0.72;0;2139.9;2;2265;3
  58P320011031;  OWSM;5048;1;5;20020903;0;66;2;2100;100;7.86;35.256;2;273.5;0;5.6;0;11.96;0;0.78;0;2143.9;2;2272.6;3
  58P320011031;  OWSM;5048;1;6;20020903;0;66;2;2100;201;6.87;35.192;2;283.5;0;5.97;0;12.4;0;0.83;0;2140.9;2;2272.6;3
  58P320011031;  OWSM;5048;1;7;20020903;0;66;2;2100;404;4.6;35.056;2;301.3;0;6.16;0;12.44;0;0.85;0;2149.4;2;2266.9;3
  58P320011031;  OWSM;5048;1;8;20020903;0;66;2;2100;607;0.89;34.906;2;302.4;0;7.45;0;13.43;0;0.9;0;2161.1;2;2250;3
  58P320011031;  OWSM;5048;1;9;20020903;0;66;2;2100;810;-0.36;34.893;2;303.5;0;8.32;0;13.42;0;0.91;0;2162.3;2;2259.5;3
  58P320011031;  OWSM;5048;1;10;20020903;0;66;2;2100;1012;-0.59;34.901;2;304.4;0;9.45;0;13.65;0;0.93;0;-999;9;2258.5;3
  58P320011031;  OWSM;5063;1;1;20020927;0;66;2;2100;4;11.06;34.91;2;-999;9;0.29;0;1.23;0;0.24;0;2057.2;2;2248.5;3
  58P320011031;  OWSM;5063;1;2;20020927;0;66;2;2100;10;11.06;34.922;2;269.1;0;0.33;0;1.24;0;0.24;0;2059.9;2;2260.4;3
  58P320011031;  OWSM;5063;1;3;20020927;0;66;2;2100;19;11.06;34.923;2;269;0;0.32;0;1.22;0;0.27;0;2059.4;2;2259.2;3
  58P320011031;  OWSM;5063;1;4;20020927;0;66;2;2100;49;9.46;35.049;2;263.6;0;3.65;0;10.67;0;0.71;0;2086.3;2;2245.2;3
  58P320011031;  OWSM;5063;1;5;20020927;0;66;2;2100;101;7.52;35.161;2;271;0;6.13;0;13.16;0;0.84;0;2154.5;2;2251.4;3
  58P320011031;  OWSM;5063;1;6;20020927;0;66;2;2100;202;5.13;35.039;2;282.2;0;6.44;0;13.18;0;0.84;0;2145.2;2;2246.5;3
  58P320011031;  OWSM;5063;1;7;20020927;0;66;2;2100;403;1.14;34.911;2;306.8;0;6.29;0;13.1;0;0.92;0;2163.1;2;2236.1;3
  58P320011031;  OWSM;5063;1;8;20020927;0;66;2;2100;607;-0.16;34.894;2;307.8;0;7.49;0;13.72;0;0.97;0;2158.5;2;2242;3
  58P320011031;  OWSM;5063;1;9;20020927;0;66;2;2100;810;-0.47;34.897;2;308;0;8.39;0;13.77;0;0.95;0;2162.6;2;2242.6;3
  58P320011031;  OWSM;5063;1;10;20020927;0;66;2;2100;1001;-0.64;34.903;2;307.3;0;9.44;0;13.97;0;0.95;0;2158;2;2239.4;3
  58P320011031;  OWSM;5076;1;1;20021029;0;66;2;2100;4;9.07;35.111;2;-999;9;1.72;0;5.59;0;0.45;0;2100.3;2;2271.4;3
  58P320011031;  OWSM;5076;1;2;20021029;0;66;2;2100;9;9.07;35.122;2;275;0;1.71;0;5.61;0;0.43;0;2101.8;2;2258;3
  58P320011031;  OWSM;5076;1;3;20021029;0;66;2;2100;20;9.07;35.131;2;275.2;0;1.7;0;5.66;0;0.44;0;2099.1;2;-999;9
  58P320011031;  OWSM;5076;1;4;20021029;0;66;2;2100;31;9.07;35.132;2;-999;9;1.74;0;5.76;0;0.45;0;2099;2;2266.5;3
  58P320011031;  OWSM;5076;1;5;20021029;0;66;2;2100;41;9.05;35.141;2;273.6;0;1.78;0;5.85;0;0.45;0;2099.2;2;2258.5;3
  58P320011031;  OWSM;5076;1;6;20021029;0;66;2;2100;52;8.94;35.16;2;272.6;0;1.82;0;5.94;0;0.46;0;2098.9;2;2270.1;3
  58P320011031;  OWSM;5076;1;7;20021029;0;66;2;2100;74;8.5;35.21;2;264.2;0;3.29;0;8.99;0;0.62;0;2136.6;2;2272.4;3
  58P320011031;  OWSM;5076;1;8;20021029;0;66;2;2100;101;7.85;35.25;2;264.5;0;4.76;0;12.05;0;0.78;0;2146;2;2276.4;3
  58P320011031;  OWSM;5076;1;9;20021029;0;66;2;2100;152;6.99;35.2;2;271.3;0;5.3;0;12.49;0;0.81;0;2146.4;2;2267.3;3
  58P320011031;  OWSM;5076;1;10;20021029;0;66;2;2100;208;6.15;35.139;2;281.3;0;5.85;0;12.94;0;0.85;0;2145.1;2;2267.4;3
  58P320011031;  OWSM;5076;1;11;20021029;0;66;2;2100;303;3.92;35.029;2;289.5;0;5.98;0;13.15;0;0.86;0;2152.5;2;2266.8;3
  58P320011031;  OWSM;5076;1;12;20021029;0;66;2;2100;404;1.75;34.937;2;292.3;0;6.11;0;13.35;0;0.87;0;2160.8;2;2260.5;3
  58P320011031;  OWSM;5076;1;13;20021029;0;66;2;2100;506;0.41;34.897;2;301;0;6.56;0;13.69;0;0.89;0;2164.7;2;2244.4;3
  58P320011031;  OWSM;5076;1;14;20021029;0;66;2;2100;607;-0.12;34.893;2;294.3;3;7.01;0;14.03;0;0.92;0;2167.4;2;2246.8;3
  58P320011031;  OWSM;5076;1;15;20021029;0;66;2;2100;810;-0.52;34.899;2;304.5;0;8.15;0;14.13;0;0.95;0;2162.4;2;2239.9;3
  58P320011031;  OWSM;5076;1;16;20021029;0;66;2;2100;1012;-0.67;34.906;2;301.6;0;9.19;0;14.37;0;0.92;0;2164.1;2;2253.2;3
  58P320011031;  OWSM;5076;1;17;20021029;0;66;2;2100;1216;-0.73;34.91;2;302.6;0;9.99;0;14.38;0;0.97;0;2160;2;2238.9;3
  58P320011031;  OWSM;5076;1;18;20021029;0;66;2;2100;1520;-0.81;34.913;2;299.2;0;11.34;0;14.54;0;0.98;0;2162.4;2;2272.6;3
  58P320011031;  OWSM;5076;1;19;20021029;0;66;2;2100;2024;-0.88;34.914;2;299.7;0;12.36;0;14.84;0;0.98;0;2161;2;2253.8;3
  58P320011031;  OWSM;5089;1;1;20021125;0;66;2;2100;2;7.89;35.152;2;-999;9;2.9;0;9.52;0;0.71;0;2122.6;2;2261.1;3
  58P320011031;  OWSM;5089;1;2;20021125;0;66;2;2100;13;7.9;35.157;2;-999;9;2.78;0;9.15;0;0.62;0;2124.1;2;2268.4;3
  58P320011031;  OWSM;5089;1;3;20021125;0;66;2;2100;23;7.93;35.161;2;273.7;0;2.79;0;9.11;0;0.63;0;2122;2;2263;3
  58P320011031;  OWSM;5089;1;4;20021125;0;66;2;2100;49;7.97;35.168;2;276.8;0;2.79;0;9.09;0;0.65;0;2123.1;2;2266.6;3
  58P320011031;  OWSM;5089;1;5;20021125;0;66;2;2100;101;8.02;35.18;2;273.4;0;2.82;0;9.21;0;0.62;0;2125.9;2;2265.4;3
  58P320011031;  OWSM;5089;1;6;20021125;0;66;2;2100;202;7.45;35.259;2;268.4;0;5.94;0;13.9;0;0.9;0;2144.9;2;2265;3
  58P320011031;  OWSM;5089;1;7;20021125;0;66;2;2100;399;2.08;34.912;2;-999;9;6.27;0;14.1;0;0.92;0;2156.6;2;2251.4;3
  58P320011031;  OWSM;5089;1;8;20021125;0;66;2;2100;601;0.33;34.888;2;296.7;0;8.05;0;14.81;0;0.97;0;2162.3;2;2244;3
  58P320011031;  OWSM;5089;1;9;20021125;0;66;2;2100;810;-0.51;34.891;2;301.3;0;8.74;0;14.58;0;0.97;0;2166.4;2;2253.5;3
  58P320011031;  OWSM;5089;1;10;20021125;0;66;2;2100;990;-0.68;34.905;2;295.8;0;9.47;0;14.78;0;0.96;0;2158.2;2;2247;3
  58P320011031;  OWSM;5103;1;1;20021225;0;66;2;2100;4;7.29;35.145;2;-999;9;4.08;0;11.01;0;0.7;0;2130.4;2;2259.5;3
  58P320011031;  OWSM;5103;1;2;20021225;0;66;2;2100;11;7.29;35.157;2;287.4;0;4.06;0;10.9;0;0.72;0;2129.8;2;2266.2;3
