Station,Date,Depth_m,Temperature_C,Salinity,Calibrated_Temperature_C,Calibrated_Salinity
Ytre_Utsira,2018-06-01,20,7.992,33.534,7.992,33.375
Ytre_Utsira,2018-06-01,30,7.111,34.398,7.111,34.238
Ytre_Utsira,2018-06-01,50,7.041,34.825,7.041,34.665
Ytre_Utsira,2018-06-01,75,7.063,34.98,7.063,34.82
Ytre_Utsira,2018-06-01,100,7.112,35.056,7.112,34.897
Ytre_Utsira,2018-06-01,125,7.133,35.114,7.133,34.954
Ytre_Utsira,2018-06-01,150,7.066,35.146,7.066,34.986
Ytre_Utsira,2018-06-01,200,6.649,35.187,6.649,35.027
Ytre_Utsira,2018-06-01,250,6.16,35.25,6.16,35.092
Ytre_Utsira,2018-07-01,1,13.572,33.096,13.572,32.961
Ytre_Utsira,2018-07-01,5,11.958,33.298,11.958,33.163
Ytre_Utsira,2018-07-01,10,10.315,33.713,10.315,33.578
Ytre_Utsira,2018-07-01,20,8.063,34.466,8.063,34.331
Ytre_Utsira,2018-07-01,30,7.479,34.716,7.479,34.581
Ytre_Utsira,2018-07-01,50,7.275,34.912,7.275,34.777
Ytre_Utsira,2018-07-01,75,7.174,35.01,7.174,34.875
Ytre_Utsira,2018-07-01,100,7.104,35.081,7.104,34.946
Ytre_Utsira,2018-07-01,125,7.035,35.128,7.035,34.992
Ytre_Utsira,2018-07-01,150,6.959,35.144,6.959,35.009
Ytre_Utsira,2018-07-01,200,6.658,35.178,6.658,35.043
Ytre_Utsira,2018-07-01,250,6.419,35.225,6.419,35.09
Ytre_Utsira,2018-08-01,5,16.773,30.998,16.773,30.84
Ytre_Utsira,2018-08-01,10,16.614,31.882,16.614,31.725
Ytre_Utsira,2018-08-01,20,16.56,31.941,16.56,31.783
Ytre_Utsira,2018-08-01,30,13.685,32.769,13.685,32.612
Ytre_Utsira,2018-08-01,50,10.039,34.086,10.039,33.929
Ytre_Utsira,2018-08-01,75,7.687,34.788,7.687,34.631
Ytre_Utsira,2018-08-01,100,7.253,34.969,7.253,34.812
Ytre_Utsira,2018-08-01,125,7.106,35.08,7.106,34.922
Ytre_Utsira,2018-08-01,150,7.126,35.145,7.126,34.988
Ytre_Utsira,2018-08-01,200,6.987,35.18,6.987,35.022
Ytre_Utsira,2018-08-01,250,6.754,35.224,6.754,35.067
Ytre_Utsira,2018-08-01,250,6.483,35.258,6.483,35.101
Ytre_Utsira,2018-09-01,1,16.256,31.735,16.256,31.466
Ytre_Utsira,2018-09-01,5,16.394,31.75,16.394,31.481
Ytre_Utsira,2018-09-01,10,16.269,32.07,16.269,31.801
Ytre_Utsira,2018-09-01,20,15.471,33.374,15.471,33.105
Ytre_Utsira,2018-09-01,30,12.7,33.83,12.7,33.561
Ytre_Utsira,2018-09-01,50,8.71,34.59,8.71,34.321
Ytre_Utsira,2018-09-01,75,7.646,34.88,7.646,34.611
Ytre_Utsira,2018-09-01,100,7.218,35.07,7.218,34.801
Ytre_Utsira,2018-09-01,125,7.126,35.155,7.126,34.886
Ytre_Utsira,2018-09-01,150,7.015,35.185,7.015,34.916
Ytre_Utsira,2018-09-01,200,6.778,35.226,6.778,34.957
Ytre_Utsira,2018-09-01,250,6.324,35.3,6.324,35.031
Ytre_Utsira,2018-10-01,1,12.022,33.127,12.022,32.892
Ytre_Utsira,2018-10-01,5,12.13,33.185,12.13,32.951
Ytre_Utsira,2018-10-01,10,12.295,33.32,12.295,33.085
Ytre_Utsira,2018-10-01,20,12.294,33.414,12.294,33.18
Ytre_Utsira,2018-10-01,30,12.409,33.613,12.409,33.379
Ytre_Utsira,2018-10-01,50,11.997,34.347,11.997,34.112
Ytre_Utsira,2018-10-01,75,10.622,34.844,10.622,34.61
Ytre_Utsira,2018-10-01,100,8.963,34.933,8.963,34.698
Ytre_Utsira,2018-10-01,125,7.826,35.126,7.826,34.892
Ytre_Utsira,2018-10-01,150,7.145,35.208,7.145,34.973
Ytre_Utsira,2018-10-01,200,6.666,35.278,6.666,35.043
Ytre_Utsira,2018-10-01,250,6.299,35.353,6.299,35.118
Ytre_Utsira,2018-11-01,1,10.241,33.185,10.241,33.07
Ytre_Utsira,2018-11-01,5,10.212,33.177,10.212,33.062
Ytre_Utsira,2018-11-01,10,10.242,33.22,10.242,33.105
Ytre_Utsira,2018-11-01,20,10.557,33.39,10.557,33.275
Ytre_Utsira,2018-11-01,30,10.601,33.507,10.601,33.392
Ytre_Utsira,2018-11-01,50,10.718,33.726,10.718,33.611
Ytre_Utsira,2018-11-01,75,10.684,33.972,10.684,33.857
Ytre_Utsira,2018-11-01,100,10.775,34.51,10.775,34.395
Ytre_Utsira,2018-11-01,125,10.259,34.9,10.259,34.785
Ytre_Utsira,2018-11-01,150,9.647,35.053,9.647,34.938
Ytre_Utsira,2018-11-01,200,7.478,35.14,7.478,35.025
Ytre_Utsira,2018-11-01,250,6.469,35.222,6.469,35.107
Ytre_Utsira,2019-01-01,1,7.313,34.082,7.313,34.077
Ytre_Utsira,2019-01-01,5,7.328,34.098,7.328,34.092
Ytre_Utsira,2019-01-01,10,7.334,34.101,7.334,34.096
Ytre_Utsira,2019-01-01,20,7.387,34.12,7.387,34.115
Ytre_Utsira,2019-01-01,30,7.431,34.132,7.431,34.126
Ytre_Utsira,2019-01-01,50,7.759,34.27,7.759,34.264
Ytre_Utsira,2019-01-01,75,8.043,34.493,8.043,34.488
Ytre_Utsira,2019-01-01,100,8.42,34.75,8.42,34.744
Ytre_Utsira,2019-01-01,125,8.524,34.896,8.524,34.89
Ytre_Utsira,2019-01-01,150,8.548,34.996,8.548,34.991
Ytre_Utsira,2019-01-01,200,8.204,35.055,8.204,35.049
Ytre_Utsira,2019-01-01,250,7.876,35.091,7.876,35.085
Ytre_Utsira,2019-03-01,1,5.451,32.998,5.451,32.988
Ytre_Utsira,2019-03-01,5,5.45,33.002,5.45,32.992
Ytre_Utsira,2019-03-01,10,5.43,33.049,5.43,33.039
Ytre_Utsira,2019-03-01,20,5.465,33.13,5.465,33.12
Ytre_Utsira,2019-03-01,30,5.634,33.388,5.634,33.378
Ytre_Utsira,2019-03-01,50,6.842,34.266,6.842,34.256
Ytre_Utsira,2019-03-01,75,7.428,34.598,7.428,34.588
Ytre_Utsira,2019-03-01,100,7.914,34.838,7.914,34.828
Ytre_Utsira,2019-03-01,125,7.986,34.906,7.986,34.896
Ytre_Utsira,2019-03-01,150,7.998,34.955,7.998,34.945
Ytre_Utsira,2019-03-01,200,7.752,35.048,7.752,35.037
Ytre_Utsira,2019-03-01,250,7.208,35.097,7.208,35.086
Ytre_Utsira,2019-04-01,1,6.749,32.842,6.749,32.835
Ytre_Utsira,2019-04-01,5,6.571,32.909,6.571,32.902
Ytre_Utsira,2019-04-01,10,6.531,32.977,6.531,32.97
Ytre_Utsira,2019-04-01,20,6.328,33.147,6.328,33.14
Ytre_Utsira,2019-04-01,30,6.152,33.394,6.152,33.387
Ytre_Utsira,2019-04-01,50,6.357,33.802,6.357,33.795
Ytre_Utsira,2019-04-01,75,6.699,34.271,6.699,34.264
Ytre_Utsira,2019-04-01,100,7.138,34.661,7.138,34.654
Ytre_Utsira,2019-04-01,125,7.26,34.82,7.26,34.813
Ytre_Utsira,2019-04-01,150,7.513,34.922,7.513,34.915
Ytre_Utsira,2019-04-01,200,7.396,35.018,7.396,35.011
Ytre_Utsira,2019-04-01,250,7.123,35.083,7.123,35.076
Ytre_Utsira,2019-05-01,1,8.348,33.412,8.348,33.402
Ytre_Utsira,2019-05-01,5,8.224,33.438,8.224,33.428
Ytre_Utsira,2019-05-01,10,7.707,33.48,7.707,33.47
Ytre_Utsira,2019-05-01,20,7.31,33.647,7.31,33.636
Ytre_Utsira,2019-05-01,30,7.168,33.768,7.168,33.758
Ytre_Utsira,2019-05-01,50,7.03,34.434,7.03,34.424
Ytre_Utsira,2019-05-01,75,7.267,34.808,7.267,34.797
Ytre_Utsira,2019-05-01,100,7.514,34.977,7.514,34.966
Ytre_Utsira,2019-05-01,125,7.492,35.014,7.492,35.004
Ytre_Utsira,2019-05-01,150,7.482,35.057,7.482,35.046
Ytre_Utsira,2019-05-01,200,7.684,35.142,7.684,35.131
Ytre_Utsira,2019-05-01,250,7.373,35.135,7.373,35.125
Ytre_Utsira,2019-06-01,1,12.316,30.581,12.316,30.581
Ytre_Utsira,2019-06-01,5,12.122,30.857,12.122,30.857
Ytre_Utsira,2019-06-01,10,11.583,31.736,11.583,31.736
Ytre_Utsira,2019-06-01,20,10.138,32.387,10.138,32.387
Ytre_Utsira,2019-06-01,30,9.103,33.109,9.103,33.109
Ytre_Utsira,2019-06-01,50,7.266,34.242,7.266,34.242
Ytre_Utsira,2019-06-01,75,7.031,34.638,7.031,34.638
Ytre_Utsira,2019-06-01,100,7.157,34.81,7.157,34.81
Ytre_Utsira,2019-06-01,125,7.312,34.909,7.312,34.909
Ytre_Utsira,2019-06-01,150,7.28,34.938,7.28,34.938
Ytre_Utsira,2019-06-01,200,7.331,35.021,7.331,35.021
Ytre_Utsira,2019-06-01,250,7.2,35.082,7.2,35.082
Ytre_Utsira,2019-07-01,1,14.546,31.427,14.546,31.427
Ytre_Utsira,2019-07-01,5,14.185,31.513,14.185,31.513
Ytre_Utsira,2019-07-01,10,12.412,32.488,12.412,32.488
Ytre_Utsira,2019-07-01,20,10.35,34.005,10.35,34.005
Ytre_Utsira,2019-07-01,30,8.745,34.287,8.745,34.287
Ytre_Utsira,2019-07-01,50,8.033,34.475,8.033,34.475
Ytre_Utsira,2019-07-01,75,7.458,34.675,7.458,34.675
Ytre_Utsira,2019-07-01,100,7.341,34.797,7.341,34.797
Ytre_Utsira,2019-07-01,125,7.284,34.857,7.284,34.857
Ytre_Utsira,2019-07-01,150,7.168,34.884,7.168,34.884
Ytre_Utsira,2019-07-01,200,7.135,34.971,7.135,34.971
Ytre_Utsira,2019-07-01,250,7.126,35.072,7.126,35.072
Ytre_Utsira,2019-08-01,1,17.041,30.9,17.041,30.9
Ytre_Utsira,2019-08-01,5,16.914,31.206,16.914,31.206
Ytre_Utsira,2019-08-01,10,16.854,31.224,16.854,31.224
Ytre_Utsira,2019-08-01,20,15.079,32.221,15.079,32.221
Ytre_Utsira,2019-08-01,30,12.627,33.414,12.627,33.414
Ytre_Utsira,2019-08-01,50,9.3,34.398,9.3,34.398
Ytre_Utsira,2019-08-01,75,7.845,34.672,7.845,34.672
Ytre_Utsira,2019-08-01,100,7.286,34.774,7.286,34.774
Ytre_Utsira,2019-08-01,125,7.221,34.872,7.221,34.872
Ytre_Utsira,2019-08-01,150,7.27,34.936,7.27,34.936
Ytre_Utsira,2019-08-01,200,7.702,35.06,7.702,35.06
Ytre_Utsira,2019-08-01,250,7.326,35.089,7.326,35.089
Ytre_Utsira,2019-09-01,1,14.724,31.532,14.724,31.532
Ytre_Utsira,2019-09-01,5,14.83,32.067,14.83,32.067
Ytre_Utsira,2019-09-01,10,14.822,32.494,14.822,32.494
Ytre_Utsira,2019-09-01,20,14.964,33.474,14.964,33.474
Ytre_Utsira,2019-09-01,30,13.776,34.218,13.776,34.218
Ytre_Utsira,2019-09-01,50,10.461,34.617,10.461,34.617
Ytre_Utsira,2019-09-01,75,8.624,34.761,8.624,34.761
Ytre_Utsira,2019-09-01,100,8.05,34.856,8.05,34.856
Ytre_Utsira,2019-09-01,125,7.476,34.894,7.476,34.894
Ytre_Utsira,2019-09-01,150,7.282,34.925,7.282,34.925
Ytre_Utsira,2019-09-01,200,7.218,34.983,7.218,34.983
Ytre_Utsira,2019-09-01,250,7.258,35.075,7.258,35.075
Ytre_Utsira,2019-10-01,1,12.856,32.328,12.856,32.328
Ytre_Utsira,2019-10-01,5,13.09,32.688,13.09,32.688
Ytre_Utsira,2019-10-01,10,13.068,32.75,13.068,32.75
Ytre_Utsira,2019-10-01,20,13.135,32.842,13.135,32.842
Ytre_Utsira,2019-10-01,30,13.036,32.912,13.036,32.912
Ytre_Utsira,2019-10-01,50,13.05,33.463,13.05,33.463
Ytre_Utsira,2019-10-01,75,11.72,34.214,11.72,34.214
Ytre_Utsira,2019-10-01,100,10.146,34.848,10.146,34.848
Ytre_Utsira,2019-10-01,125,8.116,34.897,8.116,34.897
Ytre_Utsira,2019-10-01,150,7.833,34.928,7.833,34.928
Ytre_Utsira,2019-10-01,200,7.366,35.01,7.366,35.01
Ytre_Utsira,2019-10-01,250,7.299,35.095,7.299,35.095
Ytre_Utsira,2019-11-01,1,10.492,32.673,10.492,32.673
Ytre_Utsira,2019-11-01,10,10.533,32.738,10.533,32.738
Ytre_Utsira,2019-11-01,20,10.771,32.993,10.771,32.993
Ytre_Utsira,2019-11-01,30,11.51,33.416,11.51,33.416
Ytre_Utsira,2019-11-01,50,12.112,34.016,12.112,34.016
Ytre_Utsira,2019-11-01,75,11.924,34.47,11.924,34.47
Ytre_Utsira,2019-11-01,75,13.137,34.542,13.137,34.542
Ytre_Utsira,2019-11-01,100,12.973,34.625,12.973,34.625
Ytre_Utsira,2019-11-01,125,11.495,34.697,11.495,34.697
Ytre_Utsira,2019-11-01,150,10.173,34.786,10.173,34.786
Ytre_Utsira,2019-11-01,200,7.917,34.995,7.917,34.995
Ytre_Utsira,2019-11-01,250,7.37,35.085,7.37,35.085
Ytre_Utsira,2019-12-01,1,8.906,33.715,8.906,33.715
Ytre_Utsira,2019-12-01,5,8.917,33.707,8.917,33.707
Ytre_Utsira,2019-12-01,10,8.931,33.713,8.931,33.713
Ytre_Utsira,2019-12-01,20,9.013,33.775,9.013,33.775
Ytre_Utsira,2019-12-01,30,9.018,33.78,9.018,33.78
Ytre_Utsira,2019-12-01,50,9.075,33.827,9.075,33.827
Ytre_Utsira,2019-12-01,75,9.14,33.991,9.14,33.991
Ytre_Utsira,2019-12-01,100,9.265,34.426,9.265,34.426
Ytre_Utsira,2019-12-01,125,9.273,34.714,9.273,34.714
Ytre_Utsira,2019-12-01,150,8.728,35.008,8.728,35.008
Ytre_Utsira,2019-12-01,200,8.196,35.077,8.196,35.077
Ytre_Utsira,2019-12-01,250,7.914,35.113,7.914,35.113
Ytre_Utsira,2020-01-01,1,7.391,32.723,7.391,32.723
Ytre_Utsira,2020-01-01,5,7.395,32.728,7.395,32.728
Ytre_Utsira,2020-01-01,10,7.421,32.748,7.421,32.748
Ytre_Utsira,2020-01-01,20,7.629,33.3,7.629,33.3
Ytre_Utsira,2020-01-01,30,7.857,33.643,7.857,33.643
Ytre_Utsira,2020-01-01,50,7.93,33.699,7.93,33.699
Ytre_Utsira,2020-01-01,75,8.668,34.127,8.668,34.127
Ytre_Utsira,2020-01-01,100,9.051,34.482,9.051,34.482
Ytre_Utsira,2020-01-01,125,8.708,34.837,8.708,34.837
Ytre_Utsira,2020-01-01,150,8.555,34.926,8.555,34.926
Ytre_Utsira,2020-01-01,200,8.3,35.068,8.3,35.068
Ytre_Utsira,2020-01-01,250,7.844,35.113,7.844,35.113
Ytre_Utsira,2020-02-01,1,6.95,33.233,6.95,33.233
Ytre_Utsira,2020-02-01,5,6.948,33.228,6.948,33.228
Ytre_Utsira,2020-02-01,10,6.979,33.25,6.979,33.25
Ytre_Utsira,2020-02-01,20,6.982,33.274,6.982,33.274
Ytre_Utsira,2020-02-01,30,7.155,33.428,7.155,33.428
Ytre_Utsira,2020-02-01,50,7.844,33.988,7.844,33.988
Ytre_Utsira,2020-02-01,75,8.288,34.381,8.288,34.381
Ytre_Utsira,2020-02-01,100,8.176,34.642,8.176,34.642
Ytre_Utsira,2020-02-01,125,8.215,34.816,8.215,34.816
Ytre_Utsira,2020-02-01,150,8.27,34.936,8.27,34.936
Ytre_Utsira,2020-02-01,200,8.081,35.054,8.081,35.054
Ytre_Utsira,2020-02-01,250,7.843,35.102,7.843,35.102
Ytre_Utsira,2020-03-01,1,6.219,33.454,6.219,33.454
Ytre_Utsira,2020-03-01,5,6.214,33.434,6.214,33.434
Ytre_Utsira,2020-03-01,10,6.213,33.441,6.213,33.441
Ytre_Utsira,2020-03-01,20,6.229,33.48,6.229,33.48
Ytre_Utsira,2020-03-01,30,6.244,33.505,6.244,33.505
Ytre_Utsira,2020-03-01,50,6.5,33.735,6.5,33.735
Ytre_Utsira,2020-03-01,75,6.881,34.125,6.881,34.125
Ytre_Utsira,2020-03-01,100,7.237,34.456,7.237,34.456
Ytre_Utsira,2020-03-01,125,7.354,34.587,7.354,34.587
Ytre_Utsira,2020-03-01,150,7.586,34.699,7.586,34.699
Ytre_Utsira,2020-03-01,200,7.789,34.891,7.789,34.891
Ytre_Utsira,2020-03-01,250,7.839,35.061,7.839,35.061
Ytre_Utsira,2020-04-01,1,7.311,32.902,7.311,32.902
Ytre_Utsira,2020-04-01,5,7.172,33.099,7.172,33.099
Ytre_Utsira,2020-04-01,10,6.854,33.273,6.854,33.273
Ytre_Utsira,2020-04-01,20,6.831,33.41,6.831,33.41
Ytre_Utsira,2020-04-01,30,6.422,33.522,6.422,33.522
Ytre_Utsira,2020-04-01,50,6.85,34.26,6.85,34.26
Ytre_Utsira,2020-04-01,75,7.036,34.504,7.036,34.504
Ytre_Utsira,2020-04-01,100,7.171,34.66,7.171,34.66
Ytre_Utsira,2020-04-01,125,7.298,34.819,7.298,34.819
Ytre_Utsira,2020-04-01,150,7.427,34.938,7.427,34.938
Ytre_Utsira,2020-04-01,200,7.538,35.089,7.538,35.089
Ytre_Utsira,2020-04-01,250,7.482,35.133,7.482,35.133
Ytre_Utsira,2020-05-01,1,8.799,33.259,8.799,33.259
Ytre_Utsira,2020-05-01,5,8.343,33.245,8.343,33.245
Ytre_Utsira,2020-05-01,10,8.268,33.248,8.268,33.248
Ytre_Utsira,2020-05-01,20,7.959,33.306,7.959,33.306
Ytre_Utsira,2020-05-01,30,7.264,33.567,7.264,33.567
Ytre_Utsira,2020-05-01,50,6.959,34.241,6.959,34.241
Ytre_Utsira,2020-05-01,75,6.909,34.513,6.909,34.513
Ytre_Utsira,2020-05-01,100,7.089,34.735,7.089,34.735
Ytre_Utsira,2020-05-01,125,7.351,34.911,7.351,34.911
Ytre_Utsira,2020-05-01,150,7.441,34.973,7.441,34.973
Ytre_Utsira,2020-05-01,200,7.568,35.123,7.568,35.123
Ytre_Utsira,2020-05-01,250,7.519,35.164,7.519,35.164
Ytre_Utsira,2020-06-01,1,14.402,30.653,14.402,30.653
Ytre_Utsira,2020-06-01,5,13.667,30.925,13.667,30.925
Ytre_Utsira,2020-06-01,10,12.404,31.498,12.404,31.498
Ytre_Utsira,2020-06-01,20,10.955,32.212,10.955,32.212
Ytre_Utsira,2020-06-01,30,8.934,33.014,8.934,33.014
Ytre_Utsira,2020-06-01,50,7.572,34.09,7.572,34.09
Ytre_Utsira,2020-06-01,75,7.078,34.5,7.078,34.5
Ytre_Utsira,2020-06-01,100,7.085,34.746,7.085,34.746
Ytre_Utsira,2020-06-01,125,7.312,34.911,7.312,34.911
Ytre_Utsira,2020-06-01,150,7.453,35.015,7.453,35.015
Ytre_Utsira,2020-06-01,200,7.547,35.124,7.547,35.124
Ytre_Utsira,2020-06-01,250,7.457,35.169,7.457,35.169
Ytre_Utsira,2020-07-01,1,15.458,29.944,15.458,29.944
Ytre_Utsira,2020-07-01,5,15.459,30.093,15.459,30.093
Ytre_Utsira,2020-07-01,10,13.978,32.761,13.978,32.761
Ytre_Utsira,2020-07-01,20,13.254,33.272,13.254,33.272
Ytre_Utsira,2020-07-01,30,11.271,34.149,11.271,34.149
Ytre_Utsira,2020-07-01,50,10.147,34.478,10.147,34.478
Ytre_Utsira,2020-07-01,75,8.411,34.767,8.411,34.767
Ytre_Utsira,2020-07-01,100,7.613,34.864,7.613,34.864
Ytre_Utsira,2020-07-01,125,7.589,34.892,7.589,34.892
Ytre_Utsira,2020-07-01,150,7.508,34.936,7.508,34.936
Ytre_Utsira,2020-07-01,200,7.423,35.031,7.423,35.031
Ytre_Utsira,2020-07-01,250,7.375,35.112,7.375,35.112
Ytre_Utsira,2020-08-01,1,16.946,31.118,16.946,31.118
Ytre_Utsira,2020-08-01,5,16.806,31.24,16.806,31.24
Ytre_Utsira,2020-08-01,10,16.48,31.29,16.48,31.29
Ytre_Utsira,2020-08-01,20,15.974,31.831,15.974,31.831
Ytre_Utsira,2020-08-01,30,14.233,33.134,14.233,33.134
Ytre_Utsira,2020-08-01,50,11.754,34.287,11.754,34.287
Ytre_Utsira,2020-08-01,75,9.35,34.759,9.35,34.759
Ytre_Utsira,2020-08-01,100,8.288,34.862,8.288,34.862
Ytre_Utsira,2020-08-01,125,7.521,34.926,7.521,34.926
Ytre_Utsira,2020-08-01,150,7.397,35.014,7.397,35.014
Ytre_Utsira,2020-08-01,200,7.422,35.111,7.422,35.111
Ytre_Utsira,2020-08-01,250,7.42,35.164,7.42,35.164
Ytre_Utsira,2020-09-01,1,15.142,31.558,15.142,31.558
Ytre_Utsira,2020-09-01,5,15.277,31.764,15.277,31.764
Ytre_Utsira,2020-09-01,10,15.327,31.935,15.327,31.935
Ytre_Utsira,2020-09-01,20,15.192,32.671,15.192,32.671
Ytre_Utsira,2020-09-01,30,13.228,34.018,13.228,34.018
Ytre_Utsira,2020-09-01,50,11.806,34.566,11.806,34.566
Ytre_Utsira,2020-09-01,75,10.143,34.818,10.143,34.818
Ytre_Utsira,2020-09-01,100,8.586,34.931,8.586,34.931
Ytre_Utsira,2020-09-01,125,8.025,34.976,8.025,34.976
Ytre_Utsira,2020-09-01,150,7.798,34.997,7.798,34.997
Ytre_Utsira,2020-09-01,200,7.533,35.072,7.533,35.072
Ytre_Utsira,2020-09-01,250,7.485,35.11,7.485,35.11
Ytre_Utsira,2020-10-01,1,13.419,31.998,13.419,31.998
Ytre_Utsira,2020-10-01,5,13.458,32.14,13.458,32.14
Ytre_Utsira,2020-10-01,10,13.52,32.238,13.52,32.238
Ytre_Utsira,2020-10-01,20,13.73,32.946,13.73,32.946
Ytre_Utsira,2020-10-01,30,13.111,33.719,13.111,33.719
Ytre_Utsira,2020-10-01,50,11.856,34.027,11.856,34.027
Ytre_Utsira,2020-10-01,75,10.656,34.79,10.656,34.79
Ytre_Utsira,2020-10-01,100,8.648,34.95,8.648,34.95
Ytre_Utsira,2020-10-01,125,8.084,35.035,8.084,35.035
Ytre_Utsira,2020-10-01,150,7.765,35.07,7.765,35.07
Ytre_Utsira,2020-10-01,200,7.556,35.122,7.556,35.122
Ytre_Utsira,2020-10-01,250,7.521,35.148,7.521,35.148
Ytre_Utsira,2020-11-01,1,11.505,32.292,11.505,32.292
Ytre_Utsira,2020-11-01,5,11.529,32.307,11.529,32.307
Ytre_Utsira,2020-11-01,10,11.623,32.536,11.623,32.536
Ytre_Utsira,2020-11-01,20,11.953,33.022,11.953,33.022
Ytre_Utsira,2020-11-01,30,12.531,33.906,12.531,33.906
Ytre_Utsira,2020-11-01,50,12.163,34.395,12.163,34.395
Ytre_Utsira,2020-11-01,75,11.487,34.695,11.487,34.695
Ytre_Utsira,2020-11-01,100,9.065,34.98,9.065,34.98
Ytre_Utsira,2020-11-01,125,8.07,35.028,8.07,35.028
Ytre_Utsira,2020-11-01,150,7.808,35.06,7.808,35.06
Ytre_Utsira,2020-11-01,200,7.664,35.124,7.664,35.124
Ytre_Utsira,2020-11-01,250,7.524,35.158,7.524,35.158
Ytre_Utsira,2020-12-01,1,9.566,32.661,9.566,32.661
Ytre_Utsira,2020-12-01,5,9.662,32.743,9.662,32.743
Ytre_Utsira,2020-12-01,10,9.929,32.974,9.929,32.974
Ytre_Utsira,2020-12-01,20,10.246,33.22,10.246,33.22
Ytre_Utsira,2020-12-01,30,10.332,33.327,10.332,33.327
Ytre_Utsira,2020-12-01,50,10.85,33.603,10.85,33.603
Ytre_Utsira,2020-12-01,75,10.953,34.025,10.953,34.025
Ytre_Utsira,2020-12-01,100,10.824,34.316,10.824,34.316
Ytre_Utsira,2020-12-01,125,10.514,34.756,10.514,34.756
Ytre_Utsira,2020-12-01,150,9.613,35.021,9.613,35.021
Ytre_Utsira,2020-12-01,200,8.026,35.127,8.026,35.127
Ytre_Utsira,2020-12-01,250,7.71,35.157,7.71,35.157
Ytre_Utsira,2021-01-01,1,5.652,30.583,5.652,30.583
Ytre_Utsira,2021-01-01,5,5.705,30.615,5.705,30.615
Ytre_Utsira,2021-01-01,10,6.232,30.953,6.232,30.953
Ytre_Utsira,2021-01-01,20,6.841,31.435,6.841,31.435
Ytre_Utsira,2021-01-01,30,7.472,32.163,7.472,32.163
Ytre_Utsira,2021-01-01,50,8.676,33.615,8.676,33.615
Ytre_Utsira,2021-01-01,75,9.34,34.357,9.34,34.357
Ytre_Utsira,2021-01-01,100,9.308,34.799,9.308,34.799
Ytre_Utsira,2021-01-01,125,9.058,34.951,9.058,34.951
Ytre_Utsira,2021-01-01,150,8.932,35.031,8.932,35.031
Ytre_Utsira,2021-01-01,200,8.396,35.128,8.396,35.128
Ytre_Utsira,2021-01-01,250,7.955,35.138,7.955,35.138
Ytre_Utsira,2021-02-01,1,4.822,32.361,4.822,32.361
Ytre_Utsira,2021-02-01,5,4.914,32.446,4.914,32.446
Ytre_Utsira,2021-02-01,10,5.079,32.598,5.079,32.598
Ytre_Utsira,2021-02-01,20,5.501,32.839,5.501,32.839
Ytre_Utsira,2021-02-01,30,6.75,33.548,6.75,33.548
Ytre_Utsira,2021-02-01,50,7.504,34.045,7.504,34.045
Ytre_Utsira,2021-02-01,75,7.727,34.265,7.727,34.265
Ytre_Utsira,2021-02-01,100,8.467,34.567,8.467,34.567
Ytre_Utsira,2021-02-01,125,8.735,34.806,8.735,34.806
Ytre_Utsira,2021-02-01,150,8.605,34.94,8.605,34.94
Ytre_Utsira,2021-02-01,200,8.368,35.139,8.368,35.139
Ytre_Utsira,2021-02-01,250,7.682,35.146,7.682,35.146
Ytre_Utsira,2021-03-01,1,5.937,33.32,5.937,33.32
Ytre_Utsira,2021-03-01,5,6.056,33.442,6.056,33.442
Ytre_Utsira,2021-03-01,10,6.086,33.491,6.086,33.491
Ytre_Utsira,2021-03-01,20,6.121,33.58,6.121,33.58
Ytre_Utsira,2021-03-01,30,6.207,33.696,6.207,33.696
Ytre_Utsira,2021-03-01,50,7.18,34.37,7.18,34.37
Ytre_Utsira,2021-03-01,75,7.707,34.726,7.707,34.726
Ytre_Utsira,2021-03-01,100,8.261,34.972,8.261,34.972
Ytre_Utsira,2021-03-01,125,8.195,35.048,8.195,35.048
Ytre_Utsira,2021-03-01,150,7.903,35.065,7.903,35.065
Ytre_Utsira,2021-03-01,200,7.561,35.113,7.561,35.113
Ytre_Utsira,2021-03-01,250,7.221,35.15,7.221,35.15
Ytre_Utsira,2021-04-01,1,7.458,33.884,7.458,33.884
Ytre_Utsira,2021-04-01,5,6.994,33.997,6.994,33.997
Ytre_Utsira,2021-04-01,10,6.714,34.048,6.714,34.048
Ytre_Utsira,2021-04-01,20,6.772,34.103,6.772,34.103
Ytre_Utsira,2021-04-01,30,6.892,34.166,6.892,34.166
Ytre_Utsira,2021-04-01,50,7.249,34.422,7.249,34.422
Ytre_Utsira,2021-04-01,75,7.867,34.921,7.867,34.921
Ytre_Utsira,2021-04-01,100,7.873,35.02,7.873,35.02
Ytre_Utsira,2021-04-01,125,7.834,35.06,7.834,35.06
Ytre_Utsira,2021-04-01,150,7.802,35.082,7.802,35.082
Ytre_Utsira,2021-04-01,200,7.624,35.156,7.624,35.156
Ytre_Utsira,2021-04-01,250,7.254,35.148,7.254,35.148
Ytre_Utsira,2021-06-01,1,13.219,30.022,13.219,30.022
Ytre_Utsira,2021-06-01,5,12.978,30.253,12.978,30.253
Ytre_Utsira,2021-06-01,10,12.51,30.392,12.51,30.392
Ytre_Utsira,2021-06-01,20,9.698,31.644,9.698,31.644
Ytre_Utsira,2021-06-01,30,7.594,32.881,7.594,32.881
