Station,Date,Depth_m,Temperature_C,Salinity,Calibrated_Temperature_C,Calibrated_Salinity
Ytre_Utsira,2010-01-01,1,4.625,28.952,4.665,28.864
Ytre_Utsira,2010-01-01,5,5.035,32.645,5.075,32.557
Ytre_Utsira,2010-01-01,10,5.659,33.06,5.699,32.972
Ytre_Utsira,2010-01-01,20,6.689,33.62,6.729,33.532
Ytre_Utsira,2010-01-01,30,7.339,34.07,7.378,33.982
Ytre_Utsira,2010-01-01,50,8.23,34.52,8.27,34.432
Ytre_Utsira,2010-01-01,75,8.458,34.74,8.498,34.652
Ytre_Utsira,2010-01-01,100,8.29,34.91,8.33,34.822
Ytre_Utsira,2010-01-01,125,8.576,35.069,8.616,34.981
Ytre_Utsira,2010-01-01,150,8.599,35.172,8.639,35.084
Ytre_Utsira,2010-01-01,200,8.194,35.181,8.234,35.093
Ytre_Utsira,2010-01-01,250,7.991,35.31,8.031,35.222
Ytre_Utsira,2010-02-01,1,4.25,32.62,4.32,32.526
Ytre_Utsira,2010-02-01,5,4.261,32.651,4.331,32.557
Ytre_Utsira,2010-02-01,10,4.282,32.705,4.352,32.611
Ytre_Utsira,2010-02-01,20,4.533,32.85,4.603,32.756
Ytre_Utsira,2010-02-01,30,5.26,33.155,5.329,33.061
Ytre_Utsira,2010-02-01,50,6.306,33.762,6.376,33.668
Ytre_Utsira,2010-02-01,75,7.588,34.208,7.658,34.114
Ytre_Utsira,2010-02-01,100,7.976,34.65,8.046,34.556
Ytre_Utsira,2010-02-01,125,8.58,35.005,8.65,34.911
Ytre_Utsira,2010-02-01,150,8.565,35.19,8.635,35.096
Ytre_Utsira,2010-02-01,200,8.187,35.275,8.257,35.181
Ytre_Utsira,2010-02-01,250,7.587,35.296,7.657,35.202
Ytre_Utsira,2010-03-01,1,4.078,28.902,4.093,28.789
Ytre_Utsira,2010-03-01,5,4.08,32.087,4.095,31.974
Ytre_Utsira,2010-03-01,10,4.368,32.39,4.384,32.277
Ytre_Utsira,2010-03-01,20,4.82,32.81,4.836,32.697
Ytre_Utsira,2010-03-01,30,5.983,34.017,5.998,33.905
Ytre_Utsira,2010-03-01,50,6.426,34.355,6.441,34.242
Ytre_Utsira,2010-03-01,75,7.731,34.804,7.746,34.691
Ytre_Utsira,2010-03-01,100,7.697,35.019,7.712,34.906
Ytre_Utsira,2010-03-01,125,7.589,35.085,7.604,34.972
Ytre_Utsira,2010-03-01,150,7.824,35.214,7.839,35.101
Ytre_Utsira,2010-03-01,200,7.194,35.25,7.209,35.137
Ytre_Utsira,2010-03-01,250,6.818,35.25,6.833,35.137
Ytre_Utsira,2010-04-01,1,5.899,32.53,5.929,32.437
Ytre_Utsira,2010-04-01,5,5.831,32.562,5.861,32.469
Ytre_Utsira,2010-04-01,10,5.763,32.722,5.793,32.629
Ytre_Utsira,2010-04-01,20,5.791,33.045,5.821,32.952
Ytre_Utsira,2010-04-01,30,5.877,33.228,5.907,33.135
Ytre_Utsira,2010-04-01,50,6.134,33.83,6.164,33.737
Ytre_Utsira,2010-04-01,75,7.153,34.695,7.183,34.602
Ytre_Utsira,2010-04-01,100,7.332,34.95,7.362,34.857
Ytre_Utsira,2010-04-01,125,7.656,35.139,7.686,35.046
Ytre_Utsira,2010-04-01,150,7.541,35.22,7.571,35.127
Ytre_Utsira,2010-04-01,200,7.011,35.27,7.041,35.177
Ytre_Utsira,2010-04-01,250,6.321,35.265,6.341,35.212
Ytre_Utsira,2010-05-01,1,8.834,32.41,8.847,32.242
Ytre_Utsira,2010-05-01,5,8.642,32.547,8.655,32.379
Ytre_Utsira,2010-05-01,10,8.482,32.687,8.495,32.519
Ytre_Utsira,2010-05-01,20,7.563,32.987,7.576,32.819
Ytre_Utsira,2010-05-01,30,7.173,33.763,7.186,33.596
Ytre_Utsira,2010-05-01,50,6.897,34.52,6.911,34.352
Ytre_Utsira,2010-05-01,75,6.996,34.853,7.01,34.686
Ytre_Utsira,2010-05-01,100,7.352,35.103,7.366,34.936
Ytre_Utsira,2010-05-01,125,7.267,35.178,7.28,35.01
Ytre_Utsira,2010-05-01,150,7.194,35.23,7.207,35.063
Ytre_Utsira,2010-05-01,200,6.849,35.273,6.862,35.106
Ytre_Utsira,2010-05-01,250,6.454,35.32,6.464,35.151
Ytre_Utsira,2010-06-01,1,8.826,34.12,8.816,33.953
Ytre_Utsira,2010-06-01,5,8.651,34.124,8.641,33.957
Ytre_Utsira,2010-06-01,10,8.416,34.15,8.406,33.983
Ytre_Utsira,2010-06-01,20,8.108,34.25,8.098,34.083
Ytre_Utsira,2010-06-01,30,6.97,34.47,6.96,34.303
Ytre_Utsira,2010-06-01,50,6.956,34.75,6.946,34.583
Ytre_Utsira,2010-06-01,75,7.137,35.03,7.127,34.863
Ytre_Utsira,2010-06-01,100,7.137,35.145,7.127,34.978
Ytre_Utsira,2010-06-01,125,7.193,35.22,7.183,35.053
Ytre_Utsira,2010-06-01,150,7.08,35.25,7.07,35.083
Ytre_Utsira,2010-06-01,200,6.751,35.28,6.741,35.113
Ytre_Utsira,2010-06-01,250,6.468,35.317,6.458,35.15
Ytre_Utsira,2010-07-01,1,14.261,32.395,14.261,32.234
Ytre_Utsira,2010-07-01,5,12.897,33.277,12.897,33.116
Ytre_Utsira,2010-07-01,10,12.493,33.545,12.493,33.384
Ytre_Utsira,2010-07-01,20,8.161,34.05,8.161,33.889
Ytre_Utsira,2010-07-01,30,7.503,34.36,7.503,34.199
Ytre_Utsira,2010-07-01,50,6.739,34.68,6.739,34.519
Ytre_Utsira,2010-07-01,75,6.906,35.0,6.906,34.839
Ytre_Utsira,2010-07-01,100,7.053,35.19,7.053,35.029
Ytre_Utsira,2010-07-01,125,7.048,35.22,7.048,35.059
Ytre_Utsira,2010-07-01,150,6.932,35.25,6.932,35.089
Ytre_Utsira,2010-07-01,200,6.716,35.269,6.716,35.108
Ytre_Utsira,2010-08-01,1,17.555,21.17,17.555,21.063
Ytre_Utsira,2010-08-01,5,17.321,31.788,17.321,31.681
Ytre_Utsira,2010-08-01,10,17.276,31.855,17.276,31.748
Ytre_Utsira,2010-08-01,20,14.788,33.5,14.788,33.393
Ytre_Utsira,2010-08-01,30,12.484,33.78,12.484,33.673
Ytre_Utsira,2010-08-01,50,9.366,34.3,9.366,34.193
Ytre_Utsira,2010-08-01,75,8.186,34.64,8.186,34.533
Ytre_Utsira,2010-08-01,100,7.443,34.9,7.443,34.793
Ytre_Utsira,2010-08-01,125,7.116,35.0,7.116,34.893
Ytre_Utsira,2010-08-01,150,6.808,35.07,6.808,34.963
Ytre_Utsira,2010-08-01,200,6.627,35.18,6.627,35.073
Ytre_Utsira,2010-09-01,1,14.935,30.708,14.93,30.566
Ytre_Utsira,2010-09-01,5,14.936,30.802,14.931,30.661
Ytre_Utsira,2010-09-01,10,14.834,31.415,14.829,31.274
Ytre_Utsira,2010-09-01,20,14.163,32.765,14.158,32.624
Ytre_Utsira,2010-09-01,30,11.327,34.17,11.322,34.029
Ytre_Utsira,2010-09-01,50,8.678,34.692,8.673,34.551
Ytre_Utsira,2010-09-01,75,8.593,35.004,8.588,34.863
Ytre_Utsira,2010-09-01,100,7.987,35.14,7.982,34.999
Ytre_Utsira,2010-09-01,125,7.453,35.15,7.448,35.009
Ytre_Utsira,2010-09-01,150,7.697,35.293,7.692,35.152
Ytre_Utsira,2010-09-01,200,6.552,35.236,6.547,35.095
Ytre_Utsira,2010-09-01,250,6.335,35.27,6.33,35.129
Ytre_Utsira,2010-10-01,1,11.797,31.044,11.817,30.893
Ytre_Utsira,2010-10-01,5,11.891,31.566,11.911,31.415
Ytre_Utsira,2010-10-01,10,11.967,31.795,11.987,31.644
Ytre_Utsira,2010-10-01,20,12.579,32.355,12.599,32.204
Ytre_Utsira,2010-10-01,30,12.529,33.565,12.549,33.414
Ytre_Utsira,2010-10-01,50,12.169,34.165,12.189,34.014
Ytre_Utsira,2010-10-01,75,9.058,34.79,9.078,34.639
Ytre_Utsira,2010-10-01,100,8.035,35.026,8.055,34.875
Ytre_Utsira,2010-10-01,125,7.403,35.181,7.423,35.03
Ytre_Utsira,2010-10-01,150,7.024,35.235,7.044,35.084
Ytre_Utsira,2010-10-01,200,6.594,35.273,6.614,35.122
Ytre_Utsira,2010-10-01,250,6.419,35.285,6.439,35.134
Ytre_Utsira,2010-11-01,1,9.575,31.705,9.595,31.576
Ytre_Utsira,2010-11-01,5,9.6,31.723,9.62,31.594
Ytre_Utsira,2010-11-01,10,9.672,31.805,9.692,31.675
Ytre_Utsira,2010-11-01,20,10.084,32.31,10.104,32.181
Ytre_Utsira,2010-11-01,30,10.302,32.575,10.322,32.445
Ytre_Utsira,2010-11-01,50,10.697,33.565,10.717,33.435
Ytre_Utsira,2010-11-01,75,9.09,34.195,9.11,34.066
Ytre_Utsira,2010-11-01,100,8.911,34.631,8.931,34.501
Ytre_Utsira,2010-11-01,125,8.68,34.98,8.7,34.851
Ytre_Utsira,2010-11-01,150,7.792,35.158,7.812,35.029
Ytre_Utsira,2010-11-01,200,7.215,35.29,7.235,35.161
Ytre_Utsira,2010-11-01,250,6.628,35.29,6.648,35.158
Ytre_Utsira,2010-12-01,1,7.215,29.847,7.24,29.722
Ytre_Utsira,2010-12-01,5,7.251,33.153,7.276,33.028
Ytre_Utsira,2010-12-01,10,7.258,33.2,7.283,33.075
Ytre_Utsira,2010-12-01,20,7.341,33.262,7.366,33.137
Ytre_Utsira,2010-12-01,30,7.458,33.315,7.483,33.19
Ytre_Utsira,2010-12-01,50,7.888,33.82,7.913,33.695
Ytre_Utsira,2010-12-01,75,8.299,34.103,8.324,33.977
Ytre_Utsira,2010-12-01,100,8.451,34.51,8.476,34.385
Ytre_Utsira,2010-12-01,125,8.462,34.985,8.487,34.86
Ytre_Utsira,2010-12-01,150,7.901,35.142,7.926,35.017
Ytre_Utsira,2010-12-01,200,7.115,35.25,7.14,35.125
Ytre_Utsira,2010-12-01,250,6.659,35.27,6.684,35.145
Ytre_Utsira,2011-01-01,1,3.457,19.136,3.467,19.149
Ytre_Utsira,2011-01-01,5,3.457,31.905,3.466,31.918
Ytre_Utsira,2011-01-01,10,3.49,32.015,3.5,32.028
Ytre_Utsira,2011-01-01,20,3.86,32.37,3.87,32.383
Ytre_Utsira,2011-01-01,30,4.556,33.0,4.566,33.013
Ytre_Utsira,2011-01-01,50,5.634,33.7,5.643,33.713
Ytre_Utsira,2011-01-01,75,6.521,34.415,6.53,34.428
Ytre_Utsira,2011-01-01,100,7.65,34.98,7.66,34.993
Ytre_Utsira,2011-01-01,125,8.361,35.3,8.371,35.313
Ytre_Utsira,2011-01-01,150,7.808,35.28,7.818,35.293
Ytre_Utsira,2011-01-01,200,7.25,35.29,7.26,35.303
Ytre_Utsira,2011-01-01,250,6.48,35.28,6.49,35.293
Ytre_Utsira,2011-03-01,1,2.3,30.19,2.33,30.035
Ytre_Utsira,2011-03-01,5,2.217,30.396,2.247,30.241
Ytre_Utsira,2011-03-01,10,2.351,30.925,2.381,30.77
Ytre_Utsira,2011-03-01,20,3.094,32.135,3.124,31.98
Ytre_Utsira,2011-03-01,30,2.884,32.29,2.914,32.135
Ytre_Utsira,2011-03-01,50,3.454,32.95,3.484,32.795
Ytre_Utsira,2011-03-01,75,4.211,33.724,4.241,33.569
Ytre_Utsira,2011-03-01,100,5.109,34.218,5.139,34.063
Ytre_Utsira,2011-03-01,125,5.751,34.687,5.781,34.532
Ytre_Utsira,2011-03-01,150,6.558,35.03,6.588,34.875
Ytre_Utsira,2011-03-01,200,6.962,35.22,6.992,35.065
Ytre_Utsira,2011-03-01,250,6.67,35.32,6.7,35.165
Ytre_Utsira,2011-04-01,1,6.23,31.482,6.245,31.346
Ytre_Utsira,2011-04-01,5,6.175,31.512,6.19,31.376
Ytre_Utsira,2011-04-01,10,5.832,31.73,5.848,31.594
Ytre_Utsira,2011-04-01,20,4.681,32.57,4.696,32.434
Ytre_Utsira,2011-04-01,30,4.304,33.41,4.32,33.274
Ytre_Utsira,2011-04-01,50,5.061,34.24,5.076,34.104
Ytre_Utsira,2011-04-01,75,5.405,34.624,5.421,34.488
Ytre_Utsira,2011-04-01,100,5.774,34.826,5.789,34.69
Ytre_Utsira,2011-04-01,125,6.024,34.969,6.039,34.833
Ytre_Utsira,2011-04-01,150,6.111,35.036,6.126,34.9
Ytre_Utsira,2011-04-01,200,6.252,35.16,6.267,35.024
Ytre_Utsira,2011-04-01,250,6.245,35.275,6.26,35.139
Ytre_Utsira,2011-06-01,1,12.167,30.756,12.277,30.329
Ytre_Utsira,2011-06-01,5,11.8,30.987,11.911,30.561
Ytre_Utsira,2011-06-01,10,11.651,31.17,11.761,30.743
Ytre_Utsira,2011-06-01,20,9.893,33.03,10.003,32.603
Ytre_Utsira,2011-06-01,30,8.196,33.73,8.306,33.303
Ytre_Utsira,2011-06-01,50,6.842,34.47,6.952,34.043
Ytre_Utsira,2011-06-01,75,5.607,34.92,5.717,34.493
Ytre_Utsira,2011-06-01,100,6.104,35.26,6.214,34.833
Ytre_Utsira,2011-06-01,125,6.145,35.35,6.255,34.923
Ytre_Utsira,2011-06-01,150,6.333,35.455,6.444,35.028
Ytre_Utsira,2011-06-01,200,6.203,35.55,6.313,35.123
Ytre_Utsira,2011-06-01,250,6.127,35.6,6.237,35.173
Ytre_Utsira,2011-08-01,1,16.662,29.175,16.762,28.853
Ytre_Utsira,2011-08-01,5,16.495,29.322,16.595,29.0
Ytre_Utsira,2011-08-01,10,16.413,29.815,16.513,29.493
Ytre_Utsira,2011-08-01,20,15.641,32.407,15.74,32.085
Ytre_Utsira,2011-08-01,30,13.46,33.735,13.56,33.413
Ytre_Utsira,2011-08-01,50,9.341,35.045,9.441,34.723
Ytre_Utsira,2011-08-01,75,8.597,35.307,8.697,34.985
Ytre_Utsira,2011-08-01,100,7.854,35.386,7.954,35.064
Ytre_Utsira,2011-08-01,125,7.391,35.396,7.491,35.074
Ytre_Utsira,2011-08-01,150,6.699,35.38,6.799,35.058
Ytre_Utsira,2011-08-01,200,6.186,35.377,6.286,35.055
Ytre_Utsira,2011-09-01,1,14.126,31.283,14.419,31.371
Ytre_Utsira,2011-09-01,5,13.949,31.627,14.242,31.715
Ytre_Utsira,2011-09-01,10,13.917,31.708,14.211,31.796
Ytre_Utsira,2011-09-01,20,12.746,33.28,13.039,33.368
Ytre_Utsira,2011-09-01,30,12.603,33.748,12.897,33.836
Ytre_Utsira,2011-09-01,50,12.072,34.108,12.365,34.196
Ytre_Utsira,2011-09-01,75,11.128,34.414,11.421,34.502
Ytre_Utsira,2011-09-01,100,10.312,34.58,10.605,34.668
Ytre_Utsira,2011-09-01,125,9.253,34.717,9.547,34.805
Ytre_Utsira,2011-09-01,150,8.408,34.813,8.702,34.901
Ytre_Utsira,2011-09-01,200,6.412,34.926,6.705,35.014
Ytre_Utsira,2012-01-01,1,7.837,33.664,7.837,33.704
Ytre_Utsira,2012-01-01,5,7.848,33.665,7.848,33.705
Ytre_Utsira,2012-01-01,10,8.062,33.81,8.062,33.85
Ytre_Utsira,2012-01-01,20,8.118,33.86,8.118,33.9
Ytre_Utsira,2012-01-01,30,8.237,33.96,8.237,34.0
Ytre_Utsira,2012-01-01,50,8.296,34.08,8.296,34.12
Ytre_Utsira,2012-01-01,75,8.569,34.36,8.569,34.4
Ytre_Utsira,2012-01-01,100,9.133,34.78,9.133,34.82
Ytre_Utsira,2012-01-01,125,9.13,34.91,9.13,34.95
Ytre_Utsira,2012-01-01,150,9.075,35.01,9.075,35.05
Ytre_Utsira,2012-01-01,200,8.299,35.11,8.299,35.15
Ytre_Utsira,2012-01-01,250,7.884,35.17,7.884,35.21
Ytre_Utsira,2014-03-01,1,5.663,33.175,5.663,33.248
Ytre_Utsira,2014-03-01,5,5.767,33.32,5.767,33.392
Ytre_Utsira,2014-03-01,10,5.873,33.512,5.873,33.584
Ytre_Utsira,2014-03-01,20,5.949,33.69,5.949,33.762
Ytre_Utsira,2014-03-01,30,5.988,33.784,5.988,33.856
Ytre_Utsira,2014-03-01,50,6.173,34.075,6.173,34.147
Ytre_Utsira,2014-03-01,75,6.322,34.265,6.322,34.337
Ytre_Utsira,2014-03-01,100,6.494,34.399,6.494,34.472
Ytre_Utsira,2014-03-01,125,6.78,34.579,6.78,34.652
Ytre_Utsira,2014-03-01,150,7.053,34.782,7.053,34.855
Ytre_Utsira,2014-03-01,200,7.21,34.987,7.21,35.06
Ytre_Utsira,2014-03-01,250,7.178,35.11,7.178,35.11
Ytre_Utsira,2014-04-01,1,6.174,31.473,6.174,31.529
Ytre_Utsira,2014-04-01,5,6.109,31.553,6.109,31.608
Ytre_Utsira,2014-04-01,10,6.099,31.77,6.099,31.825
Ytre_Utsira,2014-04-01,20,6.002,32.331,6.002,32.387
Ytre_Utsira,2014-04-01,30,6.047,33.019,6.047,33.074
Ytre_Utsira,2014-04-01,50,6.092,33.804,6.092,33.86
Ytre_Utsira,2014-04-01,75,6.398,34.191,6.398,34.246
Ytre_Utsira,2014-04-01,100,6.662,34.404,6.662,34.459
Ytre_Utsira,2014-04-01,125,6.786,34.521,6.786,34.576
Ytre_Utsira,2014-04-01,150,6.878,34.596,6.878,34.651
Ytre_Utsira,2014-04-01,200,7.035,34.836,7.035,34.891
Ytre_Utsira,2014-04-01,250,7.031,35.03,7.031,35.101
Ytre_Utsira,2014-05-01,1,9.611,30.603,9.611,30.62
Ytre_Utsira,2014-05-01,5,9.374,30.849,9.374,30.866
Ytre_Utsira,2014-05-01,10,9.238,30.936,9.238,30.953
Ytre_Utsira,2014-05-01,20,8.199,31.554,8.199,31.571
Ytre_Utsira,2014-05-01,30,7.233,32.355,7.233,32.372
Ytre_Utsira,2014-05-01,50,6.65,33.637,6.65,33.653
Ytre_Utsira,2014-05-01,75,6.677,34.314,6.677,34.331
Ytre_Utsira,2014-05-01,100,6.767,34.56,6.767,34.576
Ytre_Utsira,2014-05-01,125,6.83,34.667,6.83,34.684
Ytre_Utsira,2014-05-01,150,6.941,34.782,6.941,34.799
Ytre_Utsira,2014-05-01,200,7.137,34.962,7.137,34.979
Ytre_Utsira,2014-05-01,250,7.018,35.04,7.018,35.057
Ytre_Utsira,2014-06-01,1,13.02,30.615,13.02,30.615
Ytre_Utsira,2014-06-01,5,12.442,30.933,12.442,30.933
Ytre_Utsira,2014-06-01,10,10.771,31.609,10.771,31.609
Ytre_Utsira,2014-06-01,20,9.023,32.266,9.023,32.266
Ytre_Utsira,2014-06-01,30,7.956,32.89,7.956,32.89
Ytre_Utsira,2014-06-01,50,6.715,34.119,6.715,34.119
Ytre_Utsira,2014-06-01,75,6.749,34.466,6.749,34.466
Ytre_Utsira,2014-06-01,100,6.762,34.612,6.762,34.612
Ytre_Utsira,2014-06-01,125,6.902,34.724,6.902,34.724
Ytre_Utsira,2014-06-01,150,7.077,34.843,7.077,34.843
Ytre_Utsira,2014-06-01,200,7.515,35.04,7.515,35.04
Ytre_Utsira,2014-06-01,250,7.004,35.034,7.004,35.034
Ytre_Utsira,2014-07-01,1,17.028,29.979,17.028,29.979
Ytre_Utsira,2014-07-01,5,16.422,30.067,16.422,30.067
Ytre_Utsira,2014-07-01,10,15.429,31.365,15.429,31.365
Ytre_Utsira,2014-07-01,20,11.834,32.93,11.834,32.93
Ytre_Utsira,2014-07-01,30,8.323,34.038,8.323,34.038
Ytre_Utsira,2014-07-01,50,7.475,34.516,7.475,34.516
Ytre_Utsira,2014-07-01,75,7.063,34.652,7.063,34.652
Ytre_Utsira,2014-07-01,100,6.813,34.7,6.813,34.7
Ytre_Utsira,2014-07-01,125,6.819,34.773,6.819,34.773
Ytre_Utsira,2014-07-01,150,6.789,34.808,6.789,34.808
Ytre_Utsira,2014-07-01,200,6.897,34.898,6.897,34.898
Ytre_Utsira,2014-07-01,250,6.98,34.978,6.98,34.978
Ytre_Utsira,2014-08-01,1,18.915,30.993,18.915,30.993
Ytre_Utsira,2014-08-01,5,18.849,31.017,18.849,31.017
Ytre_Utsira,2014-08-01,10,18.804,31.593,18.804,31.593
Ytre_Utsira,2014-08-01,20,13.69,32.763,13.69,32.763
Ytre_Utsira,2014-08-01,30,10.303,34.013,10.303,34.013
Ytre_Utsira,2014-08-01,50,8.185,34.584,8.185,34.584
Ytre_Utsira,2014-08-01,75,7.559,34.772,7.559,34.772
Ytre_Utsira,2014-08-01,100,6.932,34.787,6.932,34.787
Ytre_Utsira,2014-08-01,125,6.788,34.85,6.788,34.85
Ytre_Utsira,2014-08-01,150,6.859,34.937,6.859,34.937
Ytre_Utsira,2014-08-01,200,6.946,35.02,6.946,35.02
Ytre_Utsira,2014-08-01,250,7.006,35.125,7.006,35.125
Ytre_Utsira,2014-09-01,1,16.674,31.027,16.674,31.035
Ytre_Utsira,2014-09-01,5,16.597,31.368,16.597,31.376
Ytre_Utsira,2014-09-01,10,16.584,31.484,16.584,31.492
Ytre_Utsira,2014-09-01,20,16.37,32.15,16.37,32.158
Ytre_Utsira,2014-09-01,30,16.699,32.975,16.699,32.983
Ytre_Utsira,2014-09-01,50,13.722,34.319,13.722,34.327
Ytre_Utsira,2014-09-01,75,10.032,34.561,10.032,34.569
Ytre_Utsira,2014-09-01,100,8.661,34.824,8.661,34.832
Ytre_Utsira,2014-09-01,125,7.924,34.866,7.924,34.874
Ytre_Utsira,2014-09-01,150,7.67,34.882,7.67,34.89
Ytre_Utsira,2014-09-01,200,7.227,34.978,7.227,34.986
Ytre_Utsira,2014-09-01,250,6.975,35.1,6.975,35.089
Ytre_Utsira,2014-10-01,1,13.671,32.343,13.671,32.363
Ytre_Utsira,2014-10-01,5,13.72,32.493,13.72,32.513
Ytre_Utsira,2014-10-01,10,13.715,32.862,13.715,32.882
Ytre_Utsira,2014-10-01,20,13.669,33.047,13.669,33.067
Ytre_Utsira,2014-10-01,30,13.299,33.829,13.299,33.849
Ytre_Utsira,2014-10-01,50,10.529,34.54,10.529,34.56
Ytre_Utsira,2014-10-01,75,8.764,34.789,8.764,34.809
Ytre_Utsira,2014-10-01,100,8.223,34.955,8.223,34.975
Ytre_Utsira,2014-10-01,125,7.7,35.001,7.7,35.021
Ytre_Utsira,2014-10-01,150,7.326,35.055,7.326,35.075
Ytre_Utsira,2014-10-01,200,7.18,35.096,7.18,35.116
Ytre_Utsira,2014-10-01,250,7.05,35.151,7.05,35.156
Ytre_Utsira,2014-11-01,1,11.276,31.162,11.276,31.145
Ytre_Utsira,2014-11-01,5,11.33,31.37,11.33,31.354
Ytre_Utsira,2014-11-01,10,11.414,31.545,11.414,31.528
Ytre_Utsira,2014-11-01,20,11.559,31.852,11.559,31.835
Ytre_Utsira,2014-11-01,30,11.631,32.068,11.631,32.051
Ytre_Utsira,2014-11-01,50,11.942,32.882,11.942,32.866
Ytre_Utsira,2014-11-01,75,12.025,33.855,12.025,33.838
Ytre_Utsira,2014-11-01,100,11.926,34.495,11.926,34.478
Ytre_Utsira,2014-11-01,125,10.246,34.812,10.246,34.795
Ytre_Utsira,2014-11-01,150,9.182,34.94,9.182,34.923
Ytre_Utsira,2014-11-01,200,8.05,35.079,8.05,35.062
Ytre_Utsira,2014-11-01,250,7.292,35.161,7.292,35.144
Ytre_Utsira,2014-12-01,1,9.204,33.042,9.204,33.042
Ytre_Utsira,2014-12-01,5,9.225,33.185,9.225,33.185
Ytre_Utsira,2014-12-01,10,9.285,33.261,9.285,33.261
Ytre_Utsira,2014-12-01,20,9.484,33.515,9.484,33.515
Ytre_Utsira,2014-12-01,30,9.935,33.785,9.935,33.785
Ytre_Utsira,2014-12-01,50,10.032,34.014,10.032,34.014
Ytre_Utsira,2014-12-01,75,10.067,34.316,10.067,34.316
Ytre_Utsira,2014-12-01,100,10.069,34.502,10.069,34.502
Ytre_Utsira,2014-12-01,125,10.078,34.765,10.078,34.765
Ytre_Utsira,2014-12-01,150,9.826,34.908,9.826,34.908
Ytre_Utsira,2014-12-01,200,8.679,35.152,8.679,35.152
Ytre_Utsira,2014-12-01,250,7.253,35.227,7.253,35.227
Ytre_Utsira,2015-01-01,1,7.376,33.445,7.376,33.447
Ytre_Utsira,2015-01-01,5,7.478,33.57,7.478,33.572
Ytre_Utsira,2015-01-01,10,7.672,33.668,7.672,33.67
Ytre_Utsira,2015-01-01,20,7.846,33.798,7.846,33.8
Ytre_Utsira,2015-01-01,30,7.774,33.798,7.774,33.8
Ytre_Utsira,2015-01-01,50,8.068,33.947,8.068,33.949
Ytre_Utsira,2015-01-01,75,8.193,34.139,8.193,34.141
Ytre_Utsira,2015-01-01,100,8.687,34.435,8.687,34.437
Ytre_Utsira,2015-01-01,125,8.846,34.648,8.846,34.65
Ytre_Utsira,2015-01-01,150,8.834,34.795,8.834,34.797
Ytre_Utsira,2015-01-01,200,8.237,35.026,8.237,35.028
Ytre_Utsira,2015-02-01,1,6.375,33.572,6.375,33.044
Ytre_Utsira,2015-02-01,5,6.377,33.602,6.377,33.073
Ytre_Utsira,2015-02-01,10,6.38,33.614,6.38,33.086
Ytre_Utsira,2015-02-01,20,6.388,33.622,6.388,33.094
Ytre_Utsira,2015-02-01,30,6.406,33.635,6.406,33.107
Ytre_Utsira,2015-02-01,50,6.628,33.75,6.628,33.221
Ytre_Utsira,2015-02-01,75,7.371,34.102,7.371,33.573
Ytre_Utsira,2015-02-01,100,7.967,34.501,7.967,33.973
Ytre_Utsira,2015-02-01,125,8.225,34.76,8.225,34.231
Ytre_Utsira,2015-02-01,150,8.191,34.98,8.191,34.452
Ytre_Utsira,2015-02-01,200,7.976,35.15,7.976,34.622
Ytre_Utsira,2015-02-01,250,7.491,35.208,7.491,34.679
Ytre_Utsira,2015-03-01,1,6.145,33.295,6.145,33.295
Ytre_Utsira,2015-03-01,5,6.076,33.41,6.076,33.41
Ytre_Utsira,2015-03-01,10,6.069,33.42,6.069,33.42
Ytre_Utsira,2015-03-01,20,5.947,33.633,5.947,33.633
Ytre_Utsira,2015-03-01,30,5.927,33.735,5.927,33.735
Ytre_Utsira,2015-03-01,50,6.333,34.18,6.333,34.18
Ytre_Utsira,2015-03-01,75,7.668,34.95,7.668,34.95
Ytre_Utsira,2015-03-01,100,7.849,35.161,7.849,35.161
Ytre_Utsira,2015-03-01,125,7.757,35.264,7.757,35.264
Ytre_Utsira,2015-03-01,150,7.753,35.35,7.753,35.35
Ytre_Utsira,2015-03-01,200,7.582,35.448,7.582,35.448
Ytre_Utsira,2015-03-01,250,7.666,35.53,7.666,35.53
Ytre_Utsira,2015-04-01,1,5.736,31.315,5.736,31.314
Ytre_Utsira,2015-04-01,5,5.69,31.58,5.69,31.579
Ytre_Utsira,2015-04-01,10,5.66,31.807,5.66,31.806
Ytre_Utsira,2015-04-01,20,5.955,32.453,5.955,32.452
Ytre_Utsira,2015-04-01,30,6.232,33.47,6.232,33.469
Ytre_Utsira,2015-04-01,50,6.44,33.988,6.44,33.986
Ytre_Utsira,2015-04-01,75,7.144,34.488,7.144,34.486
Ytre_Utsira,2015-04-01,100,7.357,34.67,7.357,34.669
Ytre_Utsira,2015-04-01,125,7.507,34.772,7.507,34.771
Ytre_Utsira,2015-04-01,150,7.586,34.967,7.586,34.966
Ytre_Utsira,2015-04-01,200,7.369,35.11,7.369,35.109
Ytre_Utsira,2015-04-01,250,7.295,35.157,7.295,35.156
Ytre_Utsira,2015-05-01,1,9.079,31.751,9.079,31.72
Ytre_Utsira,2015-05-01,5,8.887,31.809,8.887,31.779
Ytre_Utsira,2015-05-01,10,8.636,31.968,8.636,31.937
Ytre_Utsira,2015-05-01,20,7.961,32.602,7.961,32.571
Ytre_Utsira,2015-05-01,30,7.324,33.304,7.324,33.273
Ytre_Utsira,2015-05-01,50,6.861,34.144,6.861,34.114
Ytre_Utsira,2015-05-01,75,6.903,34.595,6.903,34.565
